,ct,cos,bat,cos
1043,lowinput,0.5401527881622314,20,0.733256459236145
1044,prospect,0.5400303602218628,withinpopul,0.7329658269882202
1045,size,0.5396846532821655,distant,0.732934832572937
1046,surround,0.539680004119873,rule,0.7323557138442993
1047,distant,0.5396630764007568,regul,0.7321314811706543
1048,23rd,0.5395126342773438,thailand,0.7319818139076233
1049,fell,0.5392723083496094,hong,0.7310043573379517
1050,rank,0.5391252040863037,commerci,0.730783224105835
1051,coupl,0.5388809442520142,saliva,0.7305518388748169
1052,pigeon,0.5380173325538635,owe,0.730201780796051
1053,resist,0.5379928946495056,guangdong,0.7299259305000305
1054,xray,0.5369969010353088,paid,0.7291426658630371
1055,turn,0.5368760824203491,sars2002,0.7286229133605957
1056,bona,0.5368067622184753,carri,0.7284723520278931
1057,classif,0.535975456237793,rigor,0.7277555465698242
1058,separ,0.5359655022621155,man,0.7275161743164062
1059,europ,0.5355764031410217,nsp3,0.7273849248886108
1060,nidoviral,0.5354904532432556,harsh,0.7273371815681458
1061,brain,0.5352979302406311,nd,0.727281928062439
1062,brunt,0.5350250005722046,eight,0.727088451385498
1063,cytoplasm,0.5349047780036926,2019ncovsarscov2,0.7270577549934387
1064,acquisit,0.5346999168395996,lesion,0.7256497144699097
1065,look,0.5345755219459534,suitabl,0.7249776124954224
1066,virom,0.534504771232605,3part,0.7244483232498169
1067,19,0.5342092514038086,theori,0.724220335483551
1068,canada,0.5341053009033203,hard,0.7237950563430786
1069,elsewher,0.5338858962059021,robust,0.7230749130249023
1070,celebr,0.5337706804275513,dysfunct,0.7229130864143372
1071,immunosuppress,0.533727765083313,alphacoronaviru,0.7227980494499207
1072,alreadi,0.5335052013397217,capac,0.7218173742294312
1073,dilig,0.5331344604492188,defens,0.721612274646759
1074,distinguish,0.5331315994262695,constrain,0.721439003944397
1075,proteinprotein,0.5325485467910767,men,0.7209742069244385
1076,split,0.5324804782867432,commonli,0.7207961082458496
1077,henc,0.5321720242500305,immunolog,0.7201536893844604
1078,seen,0.5320374965667725,intrauterin,0.719799816608429
1079,scenario,0.5317180752754211,pretreat,0.7196187973022461
1080,visit,0.5310821533203125,systemat,0.7193577289581299
1081,probe,0.5306392312049866,s.,0.719232439994812
1082,rais,0.5306377410888672,prolong,0.718243420124054
1083,chronic,0.5305273532867432,science»,0.7181453704833984
1084,window,0.5304940342903137,"s,",0.7180696725845337
1085,done,0.5303950905799866,tempest,0.7175756692886353
1086,bird,0.5299603939056396,look,0.7173365354537964
1087,adopt,0.5296128988265991,218000,0.7172465324401855
1088,n,0.5295013189315796,nsp8,0.716668963432312
1089,constitut,0.528678297996521,airborn,0.7166323661804199
1090,pet,0.528549313545227,worker,0.7157769203186035
1091,stimul,0.5282464027404785,illustr,0.7148151397705078
1092,biodivers,0.5278100371360779,flulik,0.7147611379623413
1093,whether,0.5277320146560669,counter,0.7146044969558716
1094,minist,0.5274949669837952,4,0.7145968675613403
1095,credibl,0.5273928642272949,131,0.7143726348876953
1096,easier,0.5263356566429138,000,0.7133209705352783
1097,andor,0.5260944962501526,council,0.7131739854812622
1098,gisaid,0.5256772041320801,profession,0.7127529382705688
1099,respond,0.5254808664321899,beast,0.7115818858146667
1100,morf,0.5253928303718567,injuri,0.7115261554718018
1101,81000,0.5253919363021851,ii,0.7102645635604858
1102,121,0.5252465605735779,appar,0.7096964120864868
1103,8,0.5246089696884155,ct,0.7092609405517578
1104,saudi,0.5245806574821472,alreadi,0.7088106274604797
1105,ebola,0.524459719657898,coupl,0.7087210416793823
1106,rbdace2,0.5241716504096985,hepat,0.7075904607772827
1107,highrisk,0.523918867111206,chronic,0.7059244513511658
1108,13,0.523378849029541,sv,0.7056695222854614
1109,distress,0.5229725241661072,primarili,0.7048542499542236
1110,independ,0.5228665471076965,medicin,0.7038561105728149
1111,sold,0.5219213366508484,nonneglig,0.7037451267242432
1112,uncontrol,0.5217735767364502,asept,0.7037078142166138
1113,clarifi,0.521464467048645,preced,0.7033186554908752
1114,hindsight,0.5212370753288269,elev,0.7023823261260986
1115,nasal,0.5208004713058472,downregul,0.702173113822937
1116,distanc,0.5207158327102661,surpris,0.7020872235298157
1117,1772,0.5205552577972412,tend,0.70167076587677
1118,counter,0.520311176776886,introduct,0.7015751600265503
1119,nonetheless,0.5202983617782593,possess,0.7013857364654541
1120,imag,0.5202523469924927,trajectori,0.701245129108429
1121,temperaturesensit,0.519271969795227,ebola,0.7008378505706787
1122,patchi,0.5192334651947021,28,0.7008094787597656
1123,besid,0.51898193359375,briefli,0.7006702423095703
1124,entitl,0.5184102654457092,abidol,0.7004756331443787
1125,pangolincov,0.5175575613975525,violent,0.7000221014022827
1126,71429,0.5175073742866516,215000,0.6992429494857788
1127,upstream,0.5172761082649231,separ,0.6989571452140808
1128,fewer,0.5170949697494507,lowcpg,0.6989070177078247
1129,appar,0.5169426202774048,wu,0.6988545656204224
1130,usa,0.516846776008606,stoliczkanu,0.6978424787521362
1131,withinpopul,0.5166809558868408,lvov,0.6975446939468384
1132,fdaapprov,0.5165997743606567,done,0.6960717439651489
1133,99,0.5159101486206055,rdrp,0.6960580348968506
1134,batshostsreservoir,0.5158252716064453,andor,0.6959762573242188
1135,abidol,0.5154772996902466,synonym,0.6955291032791138
1136,specimen,0.514954149723053,3891193,0.6947456002235413
1137,vietnam,0.514940619468689,doubt,0.6946526765823364
1138,lesion,0.5131033658981323,uncontrol,0.6945705413818359
1139,18,0.5128389000892639,sequencesimport,0.6940723657608032
1140,positivesens,0.5120896100997925,split,0.6936392784118652
1141,2019ncovimport,0.5116897821426392,maintain,0.6926090717315674
1142,alphacoronaviru,0.5116103887557983,code,0.6922134757041931
1143,thailand,0.5116075277328491,predominantli,0.6915677785873413
1144,hangzhou,0.5112625360488892,fell,0.6911537647247314
1145,tocilizumab,0.5106809139251709,moscow,0.6910473108291626
1146,τ2,0.5104683041572571,distanc,0.6908949017524719
1147,aros,0.5098584294319153,immunosuppress,0.690366268157959
1148,element,0.5096665620803833,2000,0.6903089880943298
1149,guangdong,0.5089731216430664,hindsight,0.6899832487106323
1150,rule,0.5089622139930725,american,0.6898692846298218
1151,reason,0.5089212656021118,recruit,0.6895158290863037
1152,presum,0.5088421106338501,2494,0.6889000535011292
1153,bacteri,0.5085613131523132,physiolog,0.6878878474235535
1154,21th,0.5082722902297974,patchi,0.6874828338623047
1155,2019ncovsarscov2,0.5080732703208923,respond,0.687126100063324
1156,unheed,0.5070356726646423,matur,0.6868446469306946
1157,carri,0.5067407488822937,paguma,0.6867806911468506
1158,3b,0.506596565246582,celltocel,0.6866424679756165
1159,accessori,0.5065801739692688,philippin,0.6861299276351929
1160,everywher,0.5064267516136169,creat,0.6859515905380249
1161,clear,0.5062251091003418,p,0.685186505317688
1162,eight,0.5060424208641052,360000,0.6845396757125854
1163,weak,0.5059680342674255,nasal,0.6844642162322998
1164,regul,0.5058124661445618,basi,0.6844539642333984
1165,17,0.5055639743804932,promiscu,0.6839479804039001
1166,mous,0.5051892399787903,realiti,0.6838498711585999
1167,dyspnoea,0.5049806833267212,proteinprotein,0.6837259531021118
1168,commiss,0.504917562007904,biotechnolog,0.6831686496734619
1169,rdrp,0.5042177438735962,project,0.6827478408813477
1170,zhao,0.5040974617004395,7,0.6825200319290161
1171,ci,0.5037857294082642,batshostsreservoir,0.6821340322494507
1172,nonneglig,0.5037857294082642,bia,0.6817774176597595
1173,flank,0.5036756992340088,pandemiccovid19,0.6817538738250732
1174,reproduct,0.5034753084182739,dose,0.6812366843223572
1175,societi,0.5031874179840088,furin,0.6810600757598877
1176,rational,0.5029640197753906,liter,0.6806175708770752
1177,133000,0.5027450323104858,httpsdoiorg103390v11110979,0.6806075572967529
1178,airborn,0.5020217299461365,flank,0.6803910732269287
1179,lowcpg,0.5009875893592834,enigma,0.6803592443466187
1180,prolong,0.5008389353752136,tocilizumab,0.6801918745040894
1181,deadliest,0.5001605153083801,turn,0.6797986030578613
1182,26,0.5001512765884399,impli,0.6796061992645264
1183,sars2002,0.5001218318939209,rrar,0.6790070533752441
1184,list,0.49939200282096863,tempor,0.6787856817245483
1185,enhanc,0.4993670880794525,sociolog,0.6779608726501465
1186,preliminari,0.4990491271018982,hypothesi,0.677936315536499
1187,ethic,0.49816399812698364,zhoushan,0.6775987148284912
1188,antihiv,0.49762117862701416,conduc,0.676680326461792
1189,saliva,0.4970633387565613,behavior,0.675827145576477
1190,nsp3,0.4970416724681854,brain,0.6755156517028809
1191,expos,0.4963154196739197,favor,0.6747268438339233
1192,ei,0.49594324827194214,rank,0.6746998429298401
1193,contagi,0.4957761764526367,fact,0.6743654012680054
1194,nonsynonym,0.49559491872787476,upstream,0.6742070913314819
1195,contamin,0.49553436040878296,prophylact,0.6740143895149231
1196,p,0.4954491853713989,probe,0.6736781001091003
1197,science»,0.4951069951057434,size,0.6731942296028137
1198,slow,0.49473220109939575,idpr,0.6729991436004639
1199,racist,0.4946851134300232,cat,0.6724917888641357
1200,manuscript,0.49314650893211365,window,0.6720714569091797
1201,creat,0.4926052689552307,presum,0.6718655824661255
1202,hypoxia,0.4919985830783844,step,0.6716811656951904
1203,announc,0.491815447807312,exemplari,0.6716617941856384
1204,579270273,0.4911842346191406,efficaci,0.6715909838676453
1205,dataset,0.4910614490509033,scenario,0.671383798122406
1206,zhoushan,0.4906572997570038,962,0.671066164970398
1207,molecul,0.49064022302627563,pigeon,0.6706345081329346
1208,dysfunct,0.49029821157455444,list,0.6705012917518616
1209,peptid,0.4901629686355591,«coronaviru,0.6699740886688232
1210,httpsdoiorg103390v11110979,0.4901455044746399,chiroptera,0.6699588298797607
1211,singlestrand,0.49012359976768494,match,0.6698859930038452
1212,impli,0.4895024299621582,easier,0.6698004007339478
1213,medicin,0.48935651779174805,bona,0.6694449186325073
1214,necessari,0.4891729950904846,hu,0.6691592335700989
1215,prophylact,0.4891658127307892,keen,0.6683981418609619
1216,crucial,0.4891444444656372,cocircul,0.6681619882583618
1217,000,0.4885950982570648,unfound,0.6665264368057251
1218,100,0.48809629678726196,deliv,0.6663393974304199
1219,physiolog,0.48784077167510986,foster,0.6658306121826172
1220,quickli,0.48709434270858765,ei,0.6654344797134399
1221,sv,0.4855287969112396,parallel,0.6654044985771179
1222,maintain,0.4848425090312958,bring,0.6653653383255005
1223,indian,0.4846048355102539,convers,0.6648136377334595
1224,3000,0.4843454658985138,celebr,0.6641577482223511
1225,partli,0.48412686586380005,understood,0.664126992225647
1226,downregul,0.48381373286247253,579270273,0.6640447378158569
1227,transcript,0.48374611139297485,3000,0.6637451648712158
1228,repeatedli,0.4837096929550171,19,0.6636762619018555
1229,profoundin,0.48296380043029785,greatest,0.6634438037872314
1230,employ,0.4828494191169739,compet,0.662384569644928
1231,recov,0.4821770489215851,2018,0.6622596979141235
1232,clublik,0.4820019006729126,earlier,0.6615352630615234
1233,nd,0.4817633330821991,civil,0.6614620685577393
1234,receptorangiotensinconvert,0.48156115412712097,fide,0.6611079573631287
1235,fi,0.4815570116043091,httpsdoiorg101038s4158602020127,0.6607502698898315
1236,storag,0.48077961802482605,«life,0.6606045961380005
1237,contig,0.48030030727386475,ci,0.6602441072463989
1238,asept,0.4801368713378906,171000,0.6602316498756409
1239,strict,0.47878533601760864,assembl,0.6598568558692932
1240,subdomain,0.4786805212497711,nonetheless,0.6596887111663818
1241,wu,0.4786766767501831,avoid,0.6595737934112549
1242,siberia,0.4781968891620636,timelin,0.6593320965766907
1243,unidentifi,0.47801679372787476,versionshort,0.6590844392776489
1244,itol,0.47758644819259644,corticosteroid,0.6589308977127075
1245,pose,0.4773746728897095,pangolincov,0.6587948799133301
1246,sell,0.4773689806461334,ra,0.658728837966919
1247,furin,0.47726136445999146,imag,0.6579089164733887
1248,hypothesi,0.47711628675460815,catastroph,0.6579005718231201
1249,civil,0.4770910143852234,nonsynonym,0.6578208208084106
1250,«coronaviru,0.47665923833847046,discord,0.6574028134346008
1251,formul,0.4765159487724304,mt0120981,0.6571112871170044
1252,council,0.47618624567985535,ping,0.6569263935089111
1253,zhou,0.4761684238910675,repeatedli,0.6569231748580933
1254,transmembran,0.4759787917137146,lowinput,0.6566990613937378
1255,16,0.47590234875679016,flip,0.6561253666877747
1256,introduct,0.4757922887802124,storag,0.655669093132019
1257,lesson,0.47554582357406616,fdaapprov,0.6556671857833862
1258,mers2012,0.47541624307632446,atomiclevel,0.654772162437439
1259,flip,0.47540703415870667,20022003,0.6547611951828003
1260,throat,0.47536516189575195,throat,0.6546532511711121
1261,scientifi,0.47529861330986023,remark,0.654053270816803
1262,report28,0.4748886525630951,absenc,0.6538349986076355
1263,inpati,0.47486984729766846,btcov4991,0.6535986661911011
1264,s.,0.47474947571754456,13,0.653537392616272
1265,attack,0.47431841492652893,279000,0.6524591445922852
1266,wet,0.47420060634613037,200,0.6524405479431152
1267,demonoadpribosyl,0.47414344549179077,w.,0.6521408557891846
1268,liter,0.47398465871810913,89,0.6517642736434937
1269,ace2for,0.47393226623535156,formula,0.6516101360321045
1270,moscow,0.4738543629646301,employ,0.6514819860458374
1271,"s,",0.47302648425102234,pressur,0.6508156061172485
1272,hong,0.4728729724884033,mode,0.650790810585022
1273,paradoxuru,0.47262805700302124,100,0.6488913297653198
1274,extracellular,0.4724157452583313,morf,0.6488704681396484
1275,six,0.47218436002731323,curv,0.6484874486923218
1276,cat,0.47162747383117676,3242,0.6483240723609924
1277,cite,0.47112852334976196,fastgrow,0.6482599973678589
1278,map,0.47086066007614136,α,0.6482115983963013
1279,systemat,0.47073227167129517,4642,0.6477875709533691
1280,frequent,0.47017157077789307,dizzi,0.6477420330047607
1281,patholog,0.4701479971408844,contamin,0.6477261781692505
1282,fact,0.4700305759906769,crucial,0.6474130153656006
1283,metasearch,0.4700092375278473,map,0.6473102569580078
1284,2544792,0.46989864110946655,unbalanc,0.6471679210662842
1285,america,0.4695603549480438,predomin,0.6470136046409607
1286,ischem,0.4694686532020569,cytoplasm,0.6465939283370972
1287,mice,0.46943703293800354,enact,0.64644855260849
1288,kp876546,0.46883106231689453,deforest,0.645909309387207
1289,preced,0.46817946434020996,headach,0.6458756923675537
1290,notic,0.46817710995674133,pet,0.6455753445625305
1291,counti,0.46810808777809143,63,0.6454620361328125
1292,formula,0.4680914878845215,99,0.6439090371131897
1293,hepat,0.46778544783592224,unheed,0.6437089443206787
1294,matur,0.46763500571250916,mous,0.6432022452354431
1295,muscu,0.467573344707489,southern,0.6431162357330322
1296,tend,0.46747949719429016,fast,0.6428192853927612
1297,lockdown,0.46743935346603394,constitut,0.6424322128295898
1298,2x1042000,0.4673405587673187,mention,0.6422008275985718
1299,versionshort,0.46732354164123535,deadliest,0.6421231031417847
1300,travelassoci,0.46709728240966797,pheic,0.6419066786766052
1301,n),0.46680381894111633,121,0.6407710909843445
1302,antarctica,0.466453492641449,patholog,0.6403846740722656
1303,half,0.46622416377067566,contig,0.6395763158798218
1304,bound,0.4655976891517639,element,0.6390125751495361
1305,dose,0.46514952182769775,everywher,0.6388925909996033
1306,stoliczkanu,0.4649292826652527,h1,0.6385294198989868
1307,215000,0.46488523483276367,brunt,0.6385130286216736
1308,pheic,0.4648628234863281,formul,0.6383602619171143
1309,metavirom,0.4646010100841522,attempt,0.6382291316986084
1310,snp,0.46454665064811707,cite,0.6376000642776489
1311,efficaci,0.46427732706069946,vietnam,0.6369199752807617
1312,burden,0.4641306400299072,2544792,0.6361101865768433
1313,histor,0.4639085829257965,133000,0.6360581517219543
1314,canid,0.4638572633266449,replac,0.6358853578567505
1315,upscal,0.4637634754180908,demonoadpribosyl,0.6357752084732056
1316,resid,0.4634866714477539,partli,0.6357477307319641
1317,zinc,0.4623985290527344,fi,0.6352580189704895
1318,3891193,0.4621886610984802,kp876546,0.6350711584091187
1319,interrelationship,0.4621070623397827,began,0.6347620487213135
1320,elicit,0.4616307318210602,canada,0.6338980793952942
1321,171000,0.46105897426605225,mt0504931,0.6336132884025574
1322,11979,0.46058812737464905,reaction,0.6332094073295593
1323,softwar,0.46046024560928345,hope,0.6326096653938293
1324,macrophag,0.46025264263153076,71429,0.6323325634002686
1325,chiroptera,0.46004921197891235,metasearch,0.6318871974945068
1326,neurolog,0.4599388837814331,prime,0.6317591667175293
1327,pretreat,0.4594375491142273,phylodynam,0.6315714120864868
1328,tent,0.459156334400177,vesicl,0.6315233707427979
1329,55,0.4588930010795593,upscal,0.6314534544944763
1330,catastroph,0.4582865834236145,gather,0.6314009428024292
1331,blast,0.457632839679718,55,0.6305687427520752
1332,hcov19pangolinguangdong12019,0.45753559470176697,bushtraffick,0.6295674443244934
1333,cours,0.4567118287086487,neighbor,0.6289588212966919
1334,4642,0.4564797282218933,dataset,0.6271880269050598
1335,firstli,0.4562138020992279,tissueswitch,0.6261632442474365
1336,briefli,0.4558507204055786,contagi,0.6252762079238892
1337,paguma,0.45557931065559387,dissimilar,0.6249160766601562
1338,discord,0.45544299483299255,canid,0.6248989105224609
1339,70635,0.45514556765556335,tent,0.6248096823692322
1340,felin,0.45502498745918274,35,0.6247612237930298
1341,defin,0.454921692609787,pose,0.6246707439422607
1342,spikereceptor,0.4547649621963501,predecessor,0.6245787739753723
1343,20,0.45395153760910034,antarctica,0.6242503523826599
1344,dissimilar,0.45371854305267334,zooanthropon,0.6237936019897461
1345,cdna,0.4533194303512573,m.,0.6221113801002502
1346,valid,0.45320212841033936,prjna601736,0.6217647790908813
1347,replac,0.4531432092189789,31st,0.6216428279876709
1348,ping,0.45292729139328003,uptod,0.6212829351425171
1349,zoonosi,0.45277372002601624,hotspot,0.6207075119018555
1350,exampl,0.45276883244514465,siberia,0.6207000613212585
1351,103,0.45252475142478943,hedgehog,0.6203759908676147
1352,foster,0.45204848051071167,resid,0.6200611591339111
1353,synonym,0.4508811831474304,quantit,0.6199219822883606
1354,remov,0.4508633315563202,technolog,0.6196547746658325
1355,dietari,0.45040959119796753,costeffect,0.619633674621582
1356,southern,0.45035839080810547,felin,0.6189523935317993
1357,22,0.45029324293136597,methodolog,0.6183317303657532
1358,technolog,0.4501194357872009,life,0.618278443813324
1359,crisi,0.44938790798187256,magnitud,0.6182042360305786
1360,11th,0.44937682151794434,notic,0.6181271076202393
1361,deforest,0.4493202567100525,τ2,0.617739737033844
1362,other,0.4493071138858795,acquisit,0.6176785826683044
1363,infus,0.44904011487960815,11979,0.6174924969673157
1364,2018,0.4487419128417969,ethic,0.6171658635139465
1365,highthroughput,0.44849205017089844,snp,0.6167768239974976
1366,predominantli,0.44845837354660034,bound,0.6164852380752563
1367,disorderbas,0.44796016812324524,engin,0.6158959865570068
1368,unless,0.4479561746120453,specul,0.6158768534660339
1369,suitabl,0.44794929027557373,mexico,0.6143196821212769
1370,bushmeat,0.4479030966758728,fall,0.6134036779403687
1371,sourceorigin,0.44755953550338745,scientist,0.6122632026672363
1372,pharmacolog,0.4474254846572876,aminoacid,0.6121093034744263
1373,syndromerel,0.44739654660224915,indian,0.6120842695236206
1374,batcarri,0.447256863117218,counti,0.6115051507949829
1375,coevolut,0.4467955231666565,syndromerel,0.6111334562301636
1376,avian,0.44633546471595764,copi,0.6111084222793579
1377,phylodynam,0.446044921875,presidium,0.6109203100204468
1378,962,0.4460030794143677,infus,0.6096843481063843
1379,httpsdoiorg101038s4158602020083,0.4459763765335083,unless,0.6094443798065186
1380,cardiac,0.4459308981895447,j.,0.6093482971191406
1381,lvov,0.44565773010253906,inpati,0.6081428527832031
1382,philippin,0.445273756980896,itol,0.6079481840133667
1383,aminoacid,0.44515132904052734,lockdown,0.6078154444694519
1384,devil,0.4450226128101349,1772,0.6077650189399719
1385,hu,0.4448205828666687,degre,0.6075718402862549
1386,exemplari,0.44425857067108154,3b,0.6064273715019226
1387,rrar,0.44406968355178833,epitheli,0.606408953666687
1388,parenchyma,0.44400280714035034,attack,0.6055322885513306
1389,greatest,0.44285154342651367,zhou,0.6053310632705688
1390,anoth,0.4428424537181854,neurolog,0.6051304340362549
1391,fund,0.44218695163726807,fecal,0.6048079133033752
1392,halt,0.4421204924583435,peripheri,0.6034191846847534
1393,35,0.44180360436439514,mainli,0.6031702756881714
1394,hidden,0.44152331352233887,manuscript,0.6030805110931396
1395,face,0.44138097763061523,receptorutil,0.6030511260032654
1396,4,0.441203236579895,tipdat,0.6026906371116638
1397,pressur,0.4409219026565552,devil,0.6022465825080872
1398,predomin,0.4389643669128418,interrelationship,0.6022096872329712
1399,166,0.43860965967178345,synthes,0.6020339727401733
1400,deliv,0.43807947635650635,report28,0.6020177006721497
1401,neighbor,0.4380062222480774,grip,0.6017824411392212
1402,hr1,0.4377988576889038,stimul,0.6014056205749512
1403,american,0.43772637844085693,receptorangiotensinconvert,0.6002407073974609
1404,uptod,0.43756332993507385,entitl,0.6002301573753357
1405,63,0.4375581741333008,y.,0.6000595092773438
1406,mainli,0.4369181990623474,230,0.5999981164932251
1407,life,0.4369122385978699,rare,0.5999881029129028
1408,great,0.4368206262588501,mers2012,0.599891185760498
1409,ra,0.436587393283844,223000,0.5998544096946716
1410,recurr,0.4350764751434326,liver,0.5995060205459595
1411,varieti,0.43505632877349854,definit,0.5988620519638062
1412,protect,0.43483787775039673,republ,0.5983696579933167
1413,excess,0.4346926808357239,dysregul,0.5982242226600647
1414,200,0.4346216917037964,bear,0.5981769561767578
1415,lowcost,0.43451815843582153,cours,0.5976698994636536
1416,affin,0.4341338276863098,invas,0.5967007279396057
1417,littl,0.4340056777000427,16,0.5961043238639832
1418,j.,0.4335959851741791,unidentifi,0.5959528684616089
1419,began,0.4333433508872986,shenzhen,0.5956811904907227
1420,prior,0.4332973062992096,zhao,0.5955941081047058
1421,pathway,0.4332830309867859,rational,0.5948588848114014
1422,prjna601736,0.4332653880119324,5,0.593725323677063
1423,parallel,0.43306848406791687,seal,0.5935181379318237
1424,h1,0.4326566457748413,τ,0.592954695224762
1425,promiscu,0.43247246742248535,166,0.5922114253044128
1426,predecessor,0.4322879910469055,deep,0.5912818908691406
1427,725,0.4319111108779907,frequent,0.590882420539856
1428,httpsdoiorg101038s4158602020127,0.43188318610191345,confin,0.5906577110290527
1429,oral,0.4318498969078064,face,0.5891208052635193
1430,dual,0.4317784309387207,singlestrand,0.5888679027557373
1431,grip,0.43094557523727417,spikereceptor,0.5886897444725037
1432,rare,0.4305744767189026,half,0.5885318517684937
1433,avoid,0.43033885955810547,22,0.587848424911499
1434,biotechnolog,0.43015068769454956,inhal,0.5872995853424072
1435,republ,0.42999064922332764,queri,0.586867094039917
1436,unprepar,0.4297999143600464,went,0.586774468421936
1437,commerci,0.42965230345726013,transmembran,0.5863245725631714
1438,mexico,0.4292754828929901,molecul,0.5850291848182678
1439,specul,0.42912858724594116,invad,0.5837585926055908
1440,notion,0.42901211977005005,batcarri,0.5836262702941895
1441,beast,0.42897284030914307,virion,0.583524227142334
1442,invad,0.42864659428596497,dilig,0.5831746459007263
1443,gather,0.42854124307632446,halt,0.5828425884246826
1444,bushtraffick,0.42820313572883606,antimalari,0.5826036930084229
1445,279000,0.42799466848373413,cdna,0.5824846625328064
1446,126000,0.42780038714408875,21th,0.5809800624847412
1447,air,0.4277212619781494,1ab,0.5800744295120239
1448,animalhuman,0.4275273084640503,rbdace2,0.5798964500427246
1449,recruit,0.4272582232952118,dietari,0.5795042514801025
1450,«life,0.42662328481674194,temperaturesensit,0.5794998407363892
1451,conduct,0.42620038986206055,highthroughput,0.5793298482894897
1452,conduc,0.42529866099357605,srr10168377,0.5791705846786499
1453,reaction,0.4250832200050354,blast,0.5789610743522644
1454,curv,0.4248707890510559,sequencebas,0.5785304307937622
1455,zoonoticorigin,0.4247061312198639,who,0.5785122513771057
1456,remark,0.4245860278606415,heptad,0.5775790810585022
1457,fast,0.42394107580184937,tau,0.5768877267837524
1458,antiinflammatori,0.4233296513557434,70,0.5768331289291382
1459,calu3,0.4227556586265564,revers,0.5759314298629761
1460,russian,0.422673761844635,speedi,0.5756873488426208
1461,scientist,0.4225134551525116,interconnect,0.5753546953201294
1462,06,0.42196887731552124,zoonoticorigin,0.5750012397766113
1463,absenc,0.4217413067817688,near,0.5748153924942017
1464,expector,0.42145752906799316,calu3,0.5740390419960022
1465,clearli,0.4213098883628845,coevolut,0.5739766359329224
1466,rome,0.42098119854927063,103,0.5739635229110718
1467,intend,0.42059439420700073,varieti,0.5730393528938293
1468,near,0.41977784037590027,therebi,0.5728324055671692
1469,endodontist,0.41977182030677795,clublik,0.5722731351852417
1470,inhal,0.41962099075317383,fragment,0.5717156529426575
1471,phyloepidemiolog,0.419594943523407,579265269,0.571663498878479
1472,immunecompromis,0.41882312297821045,break,0.5716451406478882
1473,bear,0.41857680678367615,99·98,0.5712658762931824
1474,1step,0.41850197315216064,15th,0.5712175369262695
1475,affini,0.4184531569480896,sell,0.5708451271057129
1476,taiwan,0.4184116721153259,anoth,0.5702336430549622
1477,dimens,0.41827112436294556,70635,0.5700736045837402
1478,emphas,0.4180796146392822,receptorangiotensin,0.5700156688690186
1479,corticosteroid,0.41805168986320496,extracellular,0.5699131488800049
1480,fecal,0.4178881049156189,trigger,0.5698989033699036
1481,89,0.4178856611251831,176000,0.5692594051361084
1482,mt0504931,0.41736936569213867,vast,0.568215012550354
1483,enigma,0.4173106551170349,acquir,0.5682021379470825
1484,program,0.4168575406074524,spectrum,0.5678845643997192
1485,99·98,0.41664886474609375,3end,0.5670562982559204
1486,potent,0.41663241386413574,replicas,0.5666062235832214
1487,methodolog,0.41560664772987366,precis,0.566498339176178
1488,quantit,0.41559550166130066,outofcontrol,0.5659356117248535
1489,web,0.41507488489151,upper,0.5654892325401306
1490,τ,0.41473591327667236,sensit,0.5652766227722168
1491,laboratoryconfirm,0.4135856628417969,slshc014ma15,0.5648789405822754
1492,223000,0.4131735861301422,deliveri,0.564686119556427
1493,enact,0.41304606199264526,ace2for,0.5641915798187256
1494,battl,0.41296786069869995,trasmit,0.5641042590141296
1495,speedi,0.41285163164138794,converg,0.5635626316070557
1496,headach,0.41265669465065,statist,0.563072919845581
1497,tempest,0.41249173879623413,hermaphroditu,0.5629931688308716
1498,invari,0.4121284782886505,regist,0.5625662803649902
1499,polyprotein,0.41190677881240845,ace2a,0.5621395111083984
1500,1960,0.41171181201934814,protect,0.5614140033721924
1501,unpredict,0.4115050733089447,ischem,0.5611788034439087
1502,break,0.4111812710762024,cornidovirinea,0.5610371232032776
1503,prepared,0.41108131408691406,littl,0.5609920024871826
1504,degre,0.4100719094276428,5414,0.5609737038612366
1505,favor,0.40987369418144226,elicit,0.5608657002449036
1506,f,0.4096631407737732,209000,0.5606869459152222
1507,hope,0.4096205234527588,compon,0.5602059960365295
1508,sensit,0.4096027612686157,pass,0.5602031946182251
1509,silico,0.4092874825000763,web,0.5600085258483887
1510,ncov19,0.40879058837890625,travel,0.5599677562713623
1511,often,0.4087384045124054,u,0.5599485635757446
1512,879,0.4084687829017639,26,0.5595048666000366
1513,seal,0.40793681144714355,exploit,0.5593038201332092
1514,vast,0.40782850980758667,725,0.5587799549102783
1515,receptorangiotensin,0.40734899044036865,hall,0.5587199330329895
1516,hour,0.40713730454444885,cow,0.5586252212524414
1517,rscu,0.406970351934433,recapitul,0.5585745573043823
1518,bovin,0.4067562520503998,forc,0.5585030317306519
1519,forc,0.4065611958503723,disast,0.5581912994384766
1520,1104,0.4064687192440033,2019ncovimport,0.5581877827644348
1521,equival,0.4059107303619385,particip,0.557215690612793
1522,sustain,0.40539810061454773,n),0.5572142004966736
1523,recoveri,0.4050401449203491,10–12,0.5570729970932007
1524,sarscov2import,0.40461382269859314,794,0.5567699074745178
1525,y.,0.4044356942176819,field,0.5566768646240234
1526,convent,0.40417659282684326,fund,0.5566080212593079
1527,statist,0.4038436710834503,prerequisit,0.5563430786132812
1528,interconnect,0.4033189117908478,immunecompromis,0.5552412867546082
