,ct,cos,covid19,cos
1046,occurr,0.978827953338623,controlconvent,0.985735297203064
1047,princess,0.9788188934326172,evidenc,0.9857268929481506
1048,constantli,0.9788113236427307,immunogen,0.9857182502746582
1049,anakinra,0.9787941575050354,expos,0.9856974482536316
1050,massiv,0.9787857532501221,influenza,0.9856582880020142
1051,hygien,0.9787566661834717,dxi,0.9856575727462769
1052,retweet,0.9787043929100037,multicent,0.9856569170951843
1053,inhal,0.9786962866783142,pointer,0.9856360554695129
1054,superspread,0.9786773920059204,frequenc,0.9856297373771667
1055,apr,0.9786756038665771,serum,0.9855815172195435
1056,registri,0.9786755442619324,notic,0.9854595065116882
1057,dnadna,0.9786516427993774,virul,0.9854541420936584
1058,antipyret,0.9786450862884521,newest,0.9854475855827332
1059,polymeras,0.9785932898521423,2012,0.9854248762130737
1060,secondari,0.9785799980163574,size,0.9853299856185913
1061,immunogen,0.9785510897636414,fundament,0.9852965474128723
1062,centuri,0.9785487055778503,immunoregul,0.9852712154388428
1063,api,0.9785128831863403,triag,0.9852547645568848
1064,alkaloid,0.9785052537918091,anakinra,0.9852312803268433
1065,serum,0.9784272909164429,occup,0.9851634502410889
1066,john,0.9783403873443604,antipyret,0.9851555228233337
1067,collabor,0.9782695770263672,acceler,0.9851252436637878
1068,101,0.9782488942146301,decreas,0.9851135611534119
1069,text,0.9782240390777588,81238,0.9851127862930298
1070,distinct,0.9781931638717651,wholesal,0.9851112961769104
1071,index,0.9781455993652344,ambulatori,0.9850654602050781
1072,unilater,0.978101909160614,western,0.9848504662513733
1073,pediatrician,0.9781004190444946,collabor,0.984822690486908
1074,httpswwwwhoint,0.9780852794647217,83704,0.9848082661628723
1075,tactic,0.9780365228652954,often,0.9847820401191711
1076,toll,0.9779916405677795,highest,0.984765350818634
1077,often,0.9779828190803528,molecul,0.9847076535224915
1078,dna,0.9779468774795532,101,0.9846692085266113
1079,immunoregul,0.9779355525970459,union,0.9846570491790771
1080,0,0.977935254573822,100000,0.9846497774124146
1081,epicent,0.977927029132843,constantli,0.9846368432044983
1082,primarili,0.9779248833656311,pharmacolog,0.9845787286758423
1083,homeostasi,0.9779191017150879,dna,0.9845653176307678
1084,81238,0.9779133796691895,opportun,0.9845439195632935
1085,exact,0.9779089689254761,kit,0.9844062924385071
1086,viruss,0.9778739809989929,anesthesia,0.9844055771827698
1087,fact,0.977816104888916,without,0.9844017028808594
1088,outset,0.9778069853782654,exclus,0.9844006896018982
1089,58,0.977790117263794,provision,0.9843072295188904
1090,difficulti,0.9777567982673645,isi,0.9843050837516785
1091,season,0.9777538776397705,breathless,0.9842868447303772
1092,wastewat,0.9776929020881653,duplic,0.984248161315918
1093,ade,0.9776732921600342,ncov2019,0.9842481017112732
1094,postinfect,0.9776406288146973,polymeras,0.9842414855957031
1095,expert,0.9776036143302917,visual,0.9841929078102112
1096,younger,0.9775826930999756,deviat,0.9841621518135071
1097,histori,0.9775027632713318,panic,0.9840907454490662
1098,lesion,0.9775018692016602,natur,0.9840826988220215
1099,provision,0.9774820804595947,uncertainti,0.9840600490570068
1100,excel,0.9772960543632507,excel,0.98401939868927
1101,termin,0.977269172668457,hyper,0.9839414358139038
1102,immunomodul,0.9771852493286133,apr,0.9839274883270264
1103,antipyrogen,0.9771825671195984,seizur,0.983914315700531
1104,ineffect,0.9771775007247925,younger,0.9839043617248535
1105,newest,0.977157473564148,primarili,0.9838911890983582
1106,triag,0.9771552681922913,subject,0.9838483333587646
1107,48,0.9771133661270142,began,0.9837667942047119
1108,154,0.977074146270752,tactic,0.9837456345558167
1109,reserv,0.9770146608352661,toll,0.9836965203285217
1110,graviti,0.9769460558891296,distinct,0.9836959838867188
1111,evolv,0.9769458770751953,begun,0.9836944937705994
1112,light,0.9769184589385986,wide,0.9836459159851074
1113,justifi,0.9769169688224792,tnfrsf21,0.983528733253479
1114,favipiravir,0.9768990278244019,racism,0.9834966659545898
1115,wide,0.9768231511116028,python,0.9834721684455872
1116,kit,0.9768173694610596,interstiti,0.983470618724823
1117,understood,0.9768058061599731,196,0.9833994507789612
1118,lopinavir,0.9767957925796509,quickest,0.9833446741104126
1119,antagonist,0.976765513420105,undertaken,0.9832997918128967
1120,mix,0.9766454696655273,fact,0.9832834005355835
1121,view,0.9765748977661133,debat,0.9832553863525391
1122,interstiti,0.9765580892562866,fake,0.9832414984703064
1123,debat,0.9765573740005493,cytapheresi,0.9832004308700562
1124,weak,0.9765332341194153,adequ,0.9831722974777222
1125,562,0.9765320420265198,view,0.9831660985946655
1126,itali,0.9765081405639648,doubl,0.983087420463562
1127,began,0.9764395952224731,termin,0.9830858707427979
1128,expos,0.976340115070343,hostrel,0.9830854535102844
1129,form,0.9763336181640625,text,0.9830493927001953
1130,seizur,0.9762994050979614,lesion,0.9829314947128296
1131,ambulatori,0.9762254953384399,unilater,0.9828838109970093
1132,andrographolid,0.9761965870857239,prone,0.9828515648841858
1133,doubl,0.976091206073761,jan,0.9828169345855713
1134,union,0.9760112762451172,reversetranscript,0.982814371585846
1135,pointer,0.9759979248046875,comment,0.9827927350997925
1136,worsen,0.9758786559104919,tremend,0.9827699661254883
1137,tocilizumab,0.9758495688438416,histori,0.9827027320861816
1138,great,0.9758400321006775,inhal,0.9827016592025757
1139,placenta,0.975826621055603,advoc,0.98261559009552
1140,opportun,0.9758067727088928,disast,0.9826058149337769
1141,tnfrsf21,0.9757933020591736,pandemia,0.9825716614723206
1142,multicent,0.9757852554321289,consequ,0.9825674295425415
1143,extrem,0.9757633209228516,58,0.9825662970542908
1144,controlconvent,0.9757527112960815,drive,0.9825631976127625
1145,bangladesh,0.9757457971572876,api,0.9825236201286316
1146,prone,0.9756963849067688,neurotrop,0.9824886322021484
1147,alarm,0.9756808280944824,difficulti,0.9824812412261963
1148,pathophysiolog,0.9756261110305786,renam,0.9824676513671875
1149,follicl,0.9755402207374573,compound,0.9823858737945557
1150,resveratrol,0.9755181670188904,graviti,0.9823804497718811
1151,longer,0.9754916429519653,0,0.9823563694953918
1152,comment,0.9754751920700073,charact,0.9823118448257446
1153,referr,0.9753727912902832,evolv,0.9823064804077148
1154,python,0.9753552079200745,antipyrogen,0.982262372970581
1155,anesthesia,0.9753313660621643,downstream,0.9822469353675842
1156,ground,0.9752858281135559,lopinavir,0.9821912050247192
1157,unigram,0.9752645492553711,epitheli,0.9821482300758362
1158,r.,0.9752640724182129,indirect,0.9820827841758728
1159,other,0.9752023220062256,pathophysiolog,0.982060432434082
1160,drive,0.9751745462417603,organizationwho,0.9819737672805786
1161,without,0.9751081466674805,other,0.9818930625915527
1162,natur,0.9751026630401611,worsen,0.9818450808525085
1163,battl,0.9750947952270508,reserv,0.9817884564399719
1164,epitheli,0.9750591516494751,demograph,0.9817511439323425
1165,nasal,0.9749855995178223,pediatrician,0.9817392826080322
1166,amino,0.9749833941459656,005,0.9817380905151367
1167,prophylact,0.9749665260314941,longterm,0.981735348701477
1168,improv,0.9749391078948975,john,0.9816089868545532
1169,qualiti,0.974932849407196,great,0.9815475940704346
1170,pandemia,0.9749251008033752,longer,0.9815388917922974
1171,940,0.974869966506958,analog,0.9815265536308289
1172,decreas,0.974768877029419,outfit,0.9814847111701965
1173,demograph,0.9746537208557129,referr,0.9814720153808594
1174,compound,0.97459876537323,unigram,0.981469452381134
1175,cruis,0.9744922518730164,draft,0.9814675450325012
1176,conjunctiva,0.9744811058044434,itali,0.9814661741256714
1177,deviat,0.9744696021080017,dyspnea,0.981464147567749
1178,fewer,0.9744517803192139,ineffect,0.9814605116844177
1179,linkag,0.9743518829345703,bangladesh,0.9814387559890747
1180,begun,0.9743267297744751,tweepi,0.9814047813415527
1181,workup,0.9742612838745117,enantiom,0.9813259840011597
1182,spiral,0.9741756319999695,indispens,0.9813185930252075
1183,outfit,0.9741346836090088,andrographolid,0.9813127517700195
1184,calcul,0.9741290807723999,562,0.9813070297241211
1185,indirect,0.9740802645683289,extrapol,0.9813048243522644
1186,undergon,0.9740315675735474,alarm,0.981300950050354
1187,metabol,0.9739232659339905,dnadna,0.9812828302383423
1188,specul,0.9739217758178711,qualiti,0.9812769889831543
1189,reversetranscript,0.9739009737968445,aerosol,0.9812608957290649
1190,adequ,0.9738587141036987,moreov,0.9812562465667725
1191,luteal,0.9738579392433167,resveratrol,0.9812527298927307
1192,extrapol,0.9738010168075562,2002,0.98125159740448
1193,ageusia,0.9737693071365356,pharmaci,0.9812061786651611
1194,ten,0.9736648797988892,conjunctiva,0.9811692833900452
1195,410,0.9736387729644775,favipiravir,0.9811562895774841
1196,httpwwwsatcmgovcn,0.9735925793647766,season,0.9811007380485535
1197,abl,0.9735895395278931,417,0.981077253818512
1198,highest,0.973551869392395,mix,0.9810190796852112
1199,444,0.9735108613967896,19specif,0.9809991121292114
1200,dyspnea,0.9735099673271179,410,0.9809706807136536
1201,tweepi,0.9735097885131836,babi,0.9809027910232544
1202,advoc,0.9734655618667603,154,0.9808922410011292
1203,fake,0.9734305143356323,record,0.9808286428451538
1204,hint,0.9734276533126831,calcul,0.9808235764503479
1205,vagina,0.973321795463562,prophylact,0.980796217918396
1206,isi,0.9733080267906189,post,0.98078852891922
1207,007,0.9732845425605774,940,0.9807827472686768
1208,belong,0.9731416702270508,battl,0.9807116389274597
1209,post,0.9731135964393616,laparoscopi,0.9806651473045349
1210,indispens,0.9731104969978333,tropic,0.9806542992591858
1211,hostrel,0.9730984568595886,rhabdomyolysi,0.9806069135665894
1212,031,0.9730576872825623,desper,0.9805269241333008
1213,geograph,0.9730542302131653,hint,0.980502724647522
1214,moreov,0.9730080962181091,unsolv,0.9804897904396057
1215,coronavirus2,0.9728950262069702,upr,0.9804579615592957
1216,tropic,0.9728506803512573,undergon,0.9804047346115112
1217,embryo,0.97282874584198,fewer,0.980393648147583
1218,laparoscopi,0.9727953672409058,alon,0.9802809953689575
1219,downstream,0.9727528691291809,specul,0.9802788496017456
1220,indonesia,0.9727042317390442,disrupt,0.9802443981170654
1221,19specif,0.9726594090461731,tocilizumab,0.9802383184432983
1222,pharmaci,0.9726488590240479,linkag,0.9802215695381165
1223,wbc,0.9725441336631775,ire1,0.9801960587501526
1224,longterm,0.9725066423416138,echo,0.9801745414733887
1225,lab,0.9724614024162292,news,0.9801164269447327
1226,consequ,0.9723100662231445,app,0.9799654483795166
1227,charact,0.9723021388053894,space,0.9799599647521973
1228,disast,0.9722578525543213,belong,0.979938268661499
1229,racism,0.9722522497177124,20192020,0.9799288511276245
1230,jan,0.9722126722335815,intertwin,0.9799174070358276
1231,237,0.9721629023551941,homeostasi,0.9798012971878052
1232,unsolv,0.9721183180809021,sentiment,0.9797818660736084
1233,notabl,0.9721132516860962,strongli,0.9796739220619202
1234,space,0.9721003770828247,237,0.9796509742736816
1235,renam,0.9720888733863831,latent,0.9796453714370728
1236,ensu,0.9720607995986938,luteal,0.9795158505439758
1237,sheet,0.9720449447631836,abl,0.9795070886611938
1238,enantiom,0.9720368385314941,444,0.979453980922699
1239,mental,0.9720135927200317,lab,0.9794336557388306
1240,atf6,0.9719884991645813,emphasi,0.9793721437454224
1241,170,0.971979022026062,workup,0.9793606996536255
1242,cytapheresi,0.9719623327255249,31st,0.979351818561554
1243,desper,0.9719372391700745,286,0.9793363213539124
1244,upward,0.9719350934028625,substitut,0.979305624961853
1245,1358,0.9719333648681641,nasal,0.9792910814285278
1246,metaanalys,0.9719218015670776,put,0.9791057109832764
1247,rhabdomyolysi,0.9718655943870544,170,0.9790707230567932
1248,lpv,0.9718418717384338,sheet,0.9790207147598267
1249,analog,0.9718186855316162,geograph,0.9790182113647461
1250,242,0.9717471599578857,atf6,0.9789227247238159
1251,paediatr,0.9716867208480835,administr,0.978911817073822
1252,alon,0.971601665019989,ship,0.978858470916748
1253,organizationwho,0.9715719223022461,100,0.9788006544113159
1254,sentiment,0.9715260863304138,check,0.978752076625824
1255,196,0.9714922308921814,immunomodul,0.9787490367889404
1256,87,0.9714388847351074,cruis,0.9787423014640808
1257,news,0.9714085459709167,perk,0.978653609752655
1258,proteinprotein,0.9713833332061768,batrel,0.9786232113838196
1259,program,0.9713645577430725,ten,0.9784994125366211
1260,uncov,0.9713118076324463,48,0.9784696102142334
1261,app,0.9713095426559448,vagina,0.9784572124481201
1262,repertoir,0.9712361097335815,metabol,0.978441596031189
1263,babi,0.9712024927139282,vector,0.9783400297164917
1264,revman,0.9711479544639587,87,0.9781898856163025
1265,uncertainti,0.9711241126060486,007,0.9781705141067505
1266,atrisk,0.9710588455200195,onlinemobil,0.9781476855278015
1267,20192020,0.9710581302642822,900000,0.9781290292739868
1268,vector,0.9710245132446289,extern,0.9780590534210205
1269,trend,0.9709742069244385,paediatr,0.9780588746070862
1270,nutrit,0.970969557762146,lpv,0.9779871702194214
1271,rdv,0.9709671139717102,humankind,0.9779820442199707
1272,viruscaus,0.970867395401001,mental,0.977864682674408
1273,reninangiotensin,0.9708330631256104,salin,0.9778151512145996
1274,upr,0.9708098769187927,r.,0.9778016805648804
1275,significantli,0.9707978367805481,cellex,0.9777926206588745
1276,dosag,0.9707909226417542,upward,0.977782130241394
1277,record,0.9707894325256348,031,0.9777254462242126
1278,160829,0.9707682132720947,embryo,0.9777226448059082
1279,shortli,0.9707586765289307,allevi,0.9777136445045471
1280,dri,0.9707514047622681,shenzhen,0.9775752425193787
1281,impair,0.9707446098327637,1116,0.9775711297988892
1282,firstlevel,0.9707250595092773,simultan,0.9775562286376953
1283,chang,0.9707164168357849,twentyf,0.9774729013442993
1284,recombin,0.9706670045852661,ground,0.9774681329727173
1285,ocular,0.9706545472145081,notabl,0.9774284362792969
1286,matric,0.9705981016159058,spiral,0.9774153828620911
1287,limb,0.9705767035484314,nsg1,0.977397084236145
1288,echo,0.9705755710601807,242,0.9773929119110107
1289,286,0.9705654978752136,httpwwwsatcmgovcn,0.9773494601249695
1290,advis,0.9705565571784973,ensu,0.9772534370422363
1291,2002,0.9705443382263184,limb,0.9772281646728516
1292,pictur,0.9704781770706177,3000,0.9771361351013184
1293,disord,0.970465898513794,display,0.9771085381507874
1294,cellex,0.9704310894012451,bridg,0.9770941138267517
1295,navig,0.9704276323318481,comparison,0.97709059715271
1296,abidol,0.9704068899154663,properti,0.9770668148994446
1297,twentyf,0.9703910946846008,follicl,0.977041482925415
1298,ire1,0.9702266454696655,mutat,0.977016806602478
1299,3000,0.970220148563385,overproduct,0.9769831895828247
1300,invest,0.9701876640319824,degre,0.976965069770813
1301,corticosteroid,0.9701473712921143,interplay,0.9769129157066345
1302,005,0.9701027870178223,batslcovzxc21to,0.9769013524055481
1303,strongli,0.970077633857727,societalglob,0.9768838882446289
1304,simultan,0.970073938369751,nucleocapsid,0.9768823385238647
1305,oc43,0.9700608849525452,coronavirus2,0.9767432808876038
1306,nucleocapsid,0.9700236320495605,reninangiotensin,0.9767127633094788
1307,aerosol,0.9700047373771667,ageusia,0.9767003059387207
1308,brought,0.9699141979217529,rdv,0.9766621589660645
1309,succedanea,0.9699029326438904,oc43,0.9766101837158203
1310,diseasesauthor,0.9698889851570129,dri,0.9766061305999756
1311,interplay,0.969842791557312,brought,0.9766058921813965
1312,disrupt,0.9698402881622314,meant,0.9766046404838562
1313,humankind,0.9697595834732056,infectionssar,0.976504921913147
1314,behavior,0.9697340726852417,recombin,0.9764987230300903
1315,1960,0.9695992469787598,diseasesauthor,0.9764535427093506
1316,nhc,0.9695799350738525,interfac,0.9764194488525391
1317,nsg1,0.9695239067077637,chang,0.976409912109375
1318,exchang,0.969413161277771,persist,0.9763837456703186
1319,alongsid,0.9693934917449951,readili,0.9763807654380798
1320,display,0.9693620204925537,significantli,0.9763718247413635
1321,interfac,0.9693081974983215,crip2,0.9763497710227966
1322,900000,0.9692645072937012,version,0.9763355255126953
1323,check,0.9692243337631226,sudden,0.9763291478157043
1324,reflect,0.9692118167877197,3250,0.9763275384902954
1325,5th,0.9691831469535828,dosag,0.9762937426567078
1326,draft,0.9691429138183594,uteru,0.9762754440307617
1327,societalglob,0.9689940810203552,1358,0.9762309193611145
1328,put,0.9689717292785645,corticosteroid,0.9762229919433594
1329,substitut,0.9689338803291321,nucleic,0.9762101173400879
1330,crip2,0.9689247608184814,placenta,0.9761302471160889
1331,3250,0.9688754081726074,pictur,0.9761272072792053
1332,properti,0.9688599109649658,succedanea,0.9761236906051636
1333,arisen,0.9687869548797607,biggest,0.9760496020317078
1334,depart,0.9687511920928955,wave,0.9760482311248779
1335,emphasi,0.9687264561653137,herein,0.97601318359375
1336,version,0.968724250793457,1960,0.9759865999221802
1337,bridg,0.9686404466629028,scientist,0.9759601950645447
1338,uteru,0.9686264991760254,kneejerk,0.9758520126342773
1339,1116,0.9686065912246704,5th,0.9758397340774536
1340,nucleic,0.9685474038124084,allow,0.975823163986206
1341,look,0.9685288667678833,navig,0.9758182764053345
1342,rheumat,0.9683525562286377,deal,0.9757981896400452
1343,100,0.9683432579040527,atrisk,0.9757886528968811
1344,herein,0.9682555198669434,andrographi,0.9757828712463379
1345,salin,0.9682390689849854,bcl6,0.9755436182022095
1346,417,0.9682159423828125,metadata,0.9754992127418518
1347,overproduct,0.9681726098060608,shortli,0.9754811525344849
1348,state,0.9681620001792908,endometri,0.9754699468612671
1349,394,0.9680814743041992,gyan,0.9754195809364319
1350,deal,0.9680812954902649,crise,0.9753937721252441
1351,till,0.968075692653656,nervou,0.9752699732780457
1352,biggest,0.9680712819099426,160829,0.975250780582428
1353,ship,0.968056321144104,uncov,0.9752369523048401
1354,sexual,0.9680423736572266,scarc,0.9752329587936401
1355,hub,0.9680278301239014,diamond,0.9751756191253662
1356,sought,0.9679774641990662,advis,0.9751637578010559
1357,defin,0.9679147005081177,overt,0.9751574993133545
1358,unanim,0.9678547382354736,ocular,0.9749736785888672
1359,neurotrop,0.9678289294242859,exchang,0.974962055683136
1360,meant,0.9677915573120117,program,0.9749411344528198
1361,subgroup,0.9677515029907227,invest,0.9749159216880798
1362,gap,0.9677334427833557,network,0.9749099016189575
1363,cardiac,0.9676449298858643,equal,0.9748824238777161
1364,diamond,0.9675997495651245,fdaeua,0.9748586416244507
1365,batrel,0.9675698280334473,viruscaus,0.9747505187988281
1366,nervou,0.967562735080719,rheumat,0.9747169613838196
1367,31st,0.9675000905990601,50,0.9746918678283691
1368,mutabl,0.9674861431121826,abidol,0.9746801853179932
1369,onlinemobil,0.967483401298523,emergingreemerg,0.97453373670578
1370,consist,0.9674649238586426,consist,0.9745011329650879
1371,spend,0.9674586057662964,alli,0.9744970798492432
1372,batslcovzxc21to,0.9674296379089355,68,0.974489152431488
1373,readili,0.9674232006072998,indonesia,0.9744666814804077
1374,matur,0.9674103260040283,mutabl,0.9744219779968262
1375,perk,0.9674091339111328,parti,0.9743117094039917
1376,68,0.9673840999603271,behavior,0.9742676615715027
1377,45179,0.9673589468002319,arisen,0.9742602109909058
1378,airborn,0.9673082828521729,alongsid,0.9742368459701538
1379,smoker,0.967284083366394,reflect,0.9741730690002441
1380,comparison,0.967204749584198,199,0.9741685390472412
1381,degener,0.9672033190727234,66,0.9740643501281738
1382,greater,0.9671975374221802,sarscovbatslcovzc45,0.9740568399429321
1383,degre,0.9671924114227295,uncertain,0.9740186929702759
1384,uncertain,0.9671798348426819,maculopathi,0.9739668965339661
1385,sudden,0.9671378135681152,till,0.9738732576370239
1386,httpswwwniceorguk,0.9671266078948975,degener,0.9738501310348511
1387,shenzhen,0.9671149253845215,revman,0.9738199710845947
1388,27,0.9670177102088928,wbc,0.9737569093704224
1389,infectionssar,0.967004656791687,facilit,0.9737032651901245
1390,sarscovbatslcovzc45,0.9669620990753174,nonsever,0.9736899137496948
1391,bigram,0.9669055342674255,metaanalys,0.9736586809158325
1392,comorbiditiesin,0.9668587446212769,394,0.973636269569397
1393,nonsever,0.9667660593986511,spend,0.9736242294311523
1394,suresh,0.9666878581047058,contribut,0.9736082553863525
1395,gyan,0.9666049480438232,27,0.9735546112060547
1396,morpholog,0.966590404510498,2019ncovsarscov2,0.9735245704650879
1397,contin,0.9665645956993103,matric,0.9733385443687439
1398,persist,0.9665566086769104,expediti,0.9732369184494019
1399,dirichlet,0.9665164947509766,state,0.9732218384742737
1400,trauma,0.9664862155914307,httpswwwniceorguk,0.97321617603302
1401,allow,0.9664673805236816,comorbiditiesin,0.9732054471969604
1402,moderatehigh,0.9664593935012817,defin,0.9731433391571045
1403,bcl6,0.966446578502655,trend,0.973073422908783
1404,000,0.9664125442504883,strict,0.973055362701416
1405,jaipur,0.966271162033081,cardiac,0.9730511903762817
1406,intertwin,0.9662454128265381,earlystag,0.9730510115623474
1407,endometri,0.9661985635757446,morpholog,0.9730278849601746
1408,allevi,0.9661961197853088,taxonomi,0.9730271100997925
1409,experimentallydetermin,0.966090738773346,proteinprotein,0.9730169773101807
1410,66,0.9660471677780151,greater,0.9730037450790405
1411,contribut,0.9659926295280457,embodi,0.9729182720184326
1412,hyperinflammatori,0.965986967086792,219,0.9728357791900635
1413,declin,0.9659276008605957,suresh,0.9727970957756042
1414,maculopathi,0.9658787250518799,unproven,0.972781777381897
1415,hematolog,0.9658606052398682,technolog,0.9727615714073181
1416,go,0.9658257961273193,nice,0.9727593660354614
1417,lockdown,0.9657711386680603,45179,0.9727249145507812
1418,lymphocyt,0.9657583236694336,repertoir,0.9726442694664001
1419,remov,0.9656997919082642,impair,0.9725927710533142
1420,50,0.9656779766082764,digit,0.9725404381752014
1421,hope,0.9656257033348083,learnt,0.9725159406661987
1422,mutat,0.9655795693397522,disord,0.972480297088623
1423,sensit,0.9654780626296997,unanim,0.9724317789077759
1424,endeavor,0.9654476642608643,bigram,0.9724045395851135
1425,metadata,0.9653918743133545,hub,0.9723255634307861
1426,adjust,0.9653705954551697,subgroup,0.9722990393638611
1427,administr,0.9652734398841858,sexual,0.9722678661346436
1428,emergingreemerg,0.9651865363121033,hope,0.9722515344619751
1429,pneumomediastinum,0.9651015996932983,firstlevel,0.9721900224685669
1430,andrographi,0.9650894999504089,jaipur,0.972183346748352
1431,wave,0.9650829434394836,prelud,0.9720672965049744
1432,35,0.9650432467460632,wholegenom,0.972066342830658
1433,learnt,0.9649946093559265,anti2019ncov,0.972003698348999
1434,network,0.9649313688278198,airborn,0.9719377160072327
1435,sponsor,0.964928388595581,presum,0.9719133377075195
1436,extern,0.9648646116256714,reticulum,0.971877932548523
1437,embodi,0.9647692441940308,endeavor,0.971849799156189
1438,inabl,0.9646792411804199,ca,0.9718296527862549
1439,vihar,0.9646769762039185,dirichlet,0.9716383218765259
1440,enrich,0.964612603187561,declin,0.9716320633888245
1441,fdaeua,0.9644781351089478,likewis,0.9715883135795593
1442,scarc,0.9644267559051514,vihar,0.9715846180915833
1443,crise,0.9644219279289246,phylogenet,0.971566915512085
1444,1528,0.9643955230712891,relief,0.9714842438697815
1445,keep,0.9643484354019165,hyperinflammatori,0.9713150262832642
1446,overt,0.9643313884735107,nutrit,0.9713010787963867
1447,zoonosi,0.9643268585205078,nhc,0.9712880849838257
1448,vivo,0.9643086194992065,nonrepl,0.9712836146354675
1449,tmps2,0.9642592668533325,smoker,0.9712780117988586
1450,scientist,0.9642184972763062,pcr,0.9712361693382263
1451,extra,0.9642070531845093,construct,0.9711909294128418
1452,ie,0.964194118976593,tmps2,0.971181333065033
1453,pcr,0.9641857743263245,37,0.9711634516716003
1454,kneejerk,0.9641516208648682,pfuml,0.9711217284202576
1455,503,0.9641432762145996,sarscoa,0.9710735082626343
1456,batslcovzc45,0.9641091823577881,matur,0.9710443615913391
1457,7th,0.9640978574752808,melatonin,0.9710007905960083
1458,taxonomi,0.9640024900436401,ace,0.9709298014640808
1459,prelud,0.9639891386032104,ie,0.970906138420105
1460,ca,0.9639092683792114,lymphocyt,0.9708988666534424
1461,ovari,0.9638992547988892,angiogenesi,0.9708176255226135
1462,equal,0.9637123346328735,look,0.9708166718482971
1463,lifethr,0.9637120962142944,2400000,0.9707993268966675
1464,nice,0.96365886926651,experimentallydetermin,0.9707877039909363
1465,breath,0.9636117219924927,adjust,0.970772922039032
1466,melatonin,0.9635422825813293,transfus,0.9707250595092773
1467,alli,0.9634631276130676,zoonosi,0.9707145094871521
1468,relief,0.9633945822715759,sensit,0.9706927537918091
1469,wholegenom,0.9633375406265259,admit,0.9706465005874634
1470,strict,0.963194727897644,contin,0.9706093072891235
1471,commot,0.9631319642066956,risen,0.9705501794815063
1472,notifi,0.9631034135818481,undergo,0.9705435633659363
1473,parti,0.963026225566864,lockdown,0.9705325365066528
1474,ngml,0.962977409362793,hospitalis,0.9705159068107605
1475,compil,0.9627644419670105,creat,0.970512866973877
1476,neg,0.9627335071563721,men,0.970458984375
1477,nonrepl,0.9627159237861633,ovari,0.9704433083534241
1478,hospitalis,0.9627130627632141,prior,0.9704089760780334
1479,facilit,0.9626656770706177,anesthesiarel,0.9703651666641235
1480,anesthesiarel,0.962641716003418,go,0.970331072807312
1481,undergo,0.9625331163406372,positivesens,0.9701346755027771
1482,wellcontrol,0.9624831676483154,domin,0.9701074957847595
1483,likewis,0.9624632000923157,hematolog,0.9700955152511597
1484,393,0.9624491930007935,503,0.9700733423233032
1485,pfkfb3,0.9624416828155518,coronavirida,0.9700565338134766
1486,viabl,0.9624146223068237,enrich,0.9697980880737305
1487,qsarscov2,0.9623813629150391,303,0.9697696566581726
1488,ppi,0.9623785018920898,pneumomediastinum,0.9696816205978394
1489,altern,0.9623624086380005,depart,0.9696394801139832
1490,discharg,0.9623098969459534,breath,0.9695292711257935
1491,digit,0.9622775316238403,commot,0.9695205688476562
1492,ensur,0.9622265100479126,batslcovzc45,0.9695131778717041
1493,postgresql,0.9622155427932739,temperatur,0.9694520235061646
1494,ancestor,0.9620866775512695,trauma,0.969360888004303
1495,prior,0.9620761871337891,conjunctiv,0.9693377614021301
1496,httpswwwcdcgov,0.9620179533958435,moderatehigh,0.9693114161491394
1497,attract,0.9619389772415161,wellcontrol,0.969281792640686
1498,11963,0.961823582649231,remov,0.9692237377166748
1499,43,0.9618057012557983,ngml,0.9691691398620605
1500,dissimilar,0.9617512226104736,393,0.9691134095191956
1501,sarscovderiv,0.9617295861244202,notifi,0.9691121578216553
1502,reactiv,0.961692214012146,gave,0.9691098928451538
1503,exploratori,0.9616062641143799,102,0.9690282940864563
1504,angiogenesi,0.9615859985351562,inabl,0.9689940214157104
1505,interferon,0.9615083932876587,gap,0.9689576029777527
1506,anti2019ncov,0.9614779949188232,attract,0.9689404964447021
1507,edit,0.961441159248352,postgresql,0.9689358472824097
1508,738,0.9614394903182983,dissimilar,0.9688341617584229
1509,conjunctiv,0.9613698720932007,sponsor,0.9688146710395813
1510,construct,0.9613558053970337,anticip,0.9687888622283936
1511,surgeon,0.9613250494003296,preclinicalclin,0.968772292137146
1512,positivesens,0.9613062143325806,sought,0.9686225056648254
1513,announc,0.9613053798675537,httpswwwcdcgov,0.96861732006073
1514,copiesml,0.9612142443656921,000,0.9685091972351074
1515,multi,0.961176872253418,ensur,0.9685090780258179
1516,temperatur,0.961154580116272,extra,0.9684765338897705
1517,immunogenet,0.9611358046531677,immunogenet,0.9684288501739502
1518,pfuml,0.9611234664916992,ppi,0.9684165716171265
1519,matter,0.9611220359802246,305275,0.9683889150619507
1520,2019ncovsarscov2,0.9611034393310547,qsarscov2,0.9683305025100708
1521,franc,0.961044192314148,mobil,0.9683120250701904
1522,2432020,0.9609404802322388,drew,0.9682213068008423
1523,37,0.9608869552612305,europ,0.9682188034057617
1524,unbias,0.9608729481697083,lifethr,0.9682040810585022
1525,102,0.9608688950538635,edit,0.9681693315505981
1526,ace,0.9608306884765625,hybrid,0.9680864214897156
1527,risen,0.9607857465744019,phylogram,0.9679911732673645
1528,fabric,0.9607781171798706,multi,0.9679880142211914
1529,earlystag,0.9607378840446472,copiesml,0.9679652452468872
