,ct,cos,mask,cos
1042,imperfect,0.14381447434425354,averag,0.3083636164665222
1043,canada,0.1438082605600357,viabl,0.3080730438232422
1044,hksar,0.1435040831565857,employ,0.307954341173172
1045,etc,0.14344380795955658,trend,0.3077657222747803
1046,troponin,0.14330017566680908,05,0.3076923191547394
1047,103,0.1432657241821289,corad,0.3073573410511017
1048,sell,0.14325310289859772,matern,0.3067127466201782
1049,subhead,0.14325308799743652,neither,0.3062627911567688
1050,manuscript,0.14317619800567627,heat,0.3062436580657959
1051,mainten,0.14312177896499634,rest,0.3061569929122925
1052,antiinfluza,0.14304889738559723,opinion,0.3059450089931488
1053,franchis,0.1427789181470871,wide,0.3053981065750122
1054,chin,0.1426885426044464,1602,0.3050752878189087
1055,death,0.1426733136177063,391,0.30507129430770874
1056,coughjet,0.1426728367805481,carbohydr,0.30501532554626465
1057,advers,0.14264391362667084,nonprep,0.30479785799980164
1058,calcul,0.14262555539608002,839,0.3047412037849426
1059,pool,0.14250221848487854,typic,0.30443114042282104
1060,42,0.14249809086322784,120,0.3040562868118286
1061,judgement,0.14248202741146088,administr,0.3040325939655304
1062,consist,0.14244434237480164,purchas,0.3038684129714966
1063,wearer,0.14237813651561737,either,0.3038000762462616
1064,selfreport,0.14234593510627747,favour,0.3037909269332886
1065,select,0.14215311408042908,postexposur,0.3035312592983246
1066,middl,0.14204493165016174,prolifer,0.30342158675193787
1067,comput,0.14154590666294098,amplifi,0.3029184341430664
1068,simpl,0.14151570200920105,elucid,0.3029036521911621
1069,sneez,0.14122778177261353,orv,0.3028354048728943
1070,instanc,0.14106646180152893,japan,0.30275851488113403
1071,rome,0.14104107022285461,finer,0.30275318026542664
1072,dropout,0.14083564281463623,capac,0.302661657333374
1073,300,0.14078280329704285,103,0.3024823069572449
1074,possibl,0.14069169759750366,fight,0.3023744821548462
1075,humanviru,0.14067420363426208,six,0.3020837903022766
1076,guidelin,0.14064067602157593,inher,0.3015393018722534
1077,bacteria,0.14050114154815674,sequenc,0.3011718690395355
1078,multilay,0.14037050306797028,consequ,0.30087360739707947
1079,valdecilla,0.14032012224197388,nonurg,0.3005158603191376
1080,bag,0.14014971256256104,creu,0.30036425590515137
1081,permut,0.13989631831645966,store,0.2996952533721924
1082,221,0.13952898979187012,grew,0.2996765971183777
1083,coronavirida,0.1394294798374176,simultan,0.2995709180831909
1084,serial,0.1393275260925293,nasal,0.2994556725025177
1085,16,0.13924060761928558,societi,0.29914718866348267
1086,prepregn,0.13921715319156647,squamou,0.2989983558654785
1087,hm,0.13915646076202393,uw,0.2987852096557617
1088,frontlin,0.1390226036310196,facilit,0.29873108863830566
1089,lethal,0.13898274302482605,166,0.29839444160461426
1090,391,0.1388862580060959,toward,0.2983781099319458
1091,crosscontamin,0.138861745595932,worsen,0.2980106472969055
1092,defens,0.13873893022537231,transcript,0.2978619635105133
1093,ventricular,0.1385757476091385,happen,0.2972307801246643
1094,perspect,0.1385357528924942,antimalari,0.2970806956291199
1095,top,0.1382327377796173,uniform,0.2968039810657501
1096,p0001,0.13817457854747772,expedit,0.29665619134902954
1097,polici,0.13817456364631653,plausibl,0.29664790630340576
1098,deleteri,0.13810288906097412,profound,0.2959350347518921
1099,start,0.1380281150341034,previous,0.2956081032752991
1100,lowcost,0.13791438937187195,644,0.29543405771255493
1101,vari,0.13779184222221375,conclud,0.2953469157218933
1102,slovakia,0.13778920471668243,ct,0.29502904415130615
1103,2333,0.13772259652614594,hcz,0.2948479652404785
1104,warn,0.13761557638645172,fund,0.2947988212108612
1105,scheme,0.13757970929145813,prophylaxi,0.2946818470954895
1106,highflow,0.13756638765335083,topic,0.29439014196395874
1107,620,0.13734126091003418,harm,0.29417315125465393
1108,2574,0.13727854192256927,servic,0.2938903570175171
1109,kingdom,0.1372677981853485,dose,0.29366958141326904
1110,cohes,0.1372407227754593,devic,0.29356148838996887
1111,bind,0.13706743717193604,hot,0.2935444116592407
1112,931,0.13705098628997803,3month,0.29335248470306396
1113,8736,0.13687750697135925,molecular,0.29300829768180847
1114,1509,0.13675880432128906,reus,0.29292458295822144
1115,account,0.13654406368732452,pharyng,0.2928498387336731
1116,wast,0.13653646409511566,adenoviru,0.2925102412700653
1117,somewhat,0.13644371926784515,equal,0.29243004322052
1118,matern,0.13639315962791443,modifi,0.29235076904296875
1119,reflect,0.13636034727096558,mutat,0.29214227199554443
1120,2837,0.13633641600608826,power,0.29075735807418823
1121,restrict,0.13633640110492706,realtim,0.29059866070747375
1122,autoclav,0.13620799779891968,prehospit,0.2901769280433655
1123,camel,0.13602744042873383,unlik,0.28989627957344055
1124,highli,0.13597837090492249,top,0.28963029384613037
1125,indian,0.1358717978000641,doubleblind,0.28933048248291016
1126,singlecent,0.13575072586536407,replic,0.2886563539505005
1127,tulan,0.13559511303901672,ambient,0.28835394978523254
1128,0002,0.13552126288414001,nonhcw,0.2881723642349243
1129,plató,0.13551531732082367,excess,0.28784215450286865
1130,difficil,0.13546645641326904,weight,0.28770291805267334
1131,immunodefici,0.13525941967964172,preterm,0.2877019941806793
1132,telephon,0.135257750749588,genom,0.28763067722320557
1133,dearth,0.1351439654827118,polylact,0.2873702347278595
1134,sop,0.13510151207447052,defect,0.2873256504535675
1135,rub,0.13483673334121704,facebook,0.28694191575050354
1136,ach,0.13483601808547974,principl,0.2868776321411133
1137,tackl,0.13469499349594116,angel,0.2863864302635193
1138,splenectomi,0.13450516760349274,14th,0.28611165285110474
1139,like,0.13447439670562744,prophylact,0.2861003279685974
1140,shorten,0.13416506350040436,learn,0.285797119140625
1141,coronavirus2,0.13357871770858765,diffus,0.285319060087204
1142,fals,0.13348886370658875,suitabl,0.2849937975406647
1143,simul,0.1333765685558319,32,0.28491392731666565
1144,gammacoronaviru,0.13327135145664215,upper,0.28486695885658264
1145,execut,0.13322333991527557,icvl,0.28483209013938904
1146,situat,0.13318988680839539,breath,0.2844419479370117
1147,lowintermedi,0.13314902782440186,maxillofaci,0.2844325304031372
1148,statist,0.13303467631340027,verifi,0.28438037633895874
1149,polit,0.1328991949558258,understood,0.2842627465724945
1150,71year,0.1325729787349701,premoisten,0.28411468863487244
1151,secondari,0.132536843419075,remov,0.283818781375885
1152,declin,0.13253512978553772,975,0.28377050161361694
1153,glycosyltransferas,0.13243776559829712,pauci,0.2835022509098053
1154,benzodiazepin,0.13241922855377197,field,0.2830994725227356
1155,certain,0.13209550082683563,gland,0.28276675939559937
1156,hc,0.1320372074842453,ration,0.28272002935409546
1157,schoolschildcar,0.1319785714149475,bmc,0.28228166699409485
1158,impair,0.13185852766036987,418,0.2819090485572815
1159,muscl,0.13184316456317902,fraction,0.28185051679611206
1160,chloroquin,0.1318378895521164,carri,0.2816382944583893
1161,1to,0.13175280392169952,330,0.28149861097335815
1162,01,0.13151544332504272,postmortem,0.2811605632305145
1163,letter,0.13147342205047607,cost,0.2807978689670563
1164,2988,0.13141241669654846,anywher,0.28076690435409546
1165,ophthalm,0.1313769519329071,pm10,0.28020134568214417
1166,area,0.13136141002178192,occup,0.28018414974212646
1167,325,0.131317600607872,985,0.28013962507247925
1168,male,0.1312900185585022,pressur,0.2799624502658844
1169,visual,0.13128605484962463,skintoskin,0.2798733413219452
1170,equipmentfac,0.13128414750099182,tabl,0.2794041633605957
1171,effort,0.1311410367488861,overconsumpt,0.2792838215827942
1172,apprais,0.13091208040714264,worn,0.279255211353302
1173,guid,0.13066044449806213,liquid,0.27901598811149597
1174,166,0.13062845170497894,muscl,0.27834761142730713
1175,twitter,0.13055896759033203,de,0.27801716327667236
1176,n14,0.13046115636825562,attach,0.27767735719680786
1177,nasal,0.1304543912410736,theater,0.27717575430870056
1178,usd,0.13034234941005707,young,0.27709323167800903
1179,unabsorb,0.13029621541500092,704,0.2769922912120819
1180,151,0.1301448494195938,antigen,0.27630287408828735
1181,sequenc,0.12986449897289276,eat,0.276192843914032
1182,misconcept,0.12984490394592285,otherwis,0.27611643075942993
1183,clearli,0.12966731190681458,sarscov‑2,0.27610087394714355
1184,nonagmp,0.12964487075805664,440,0.27606862783432007
1185,pauci,0.12954548001289368,exponenti,0.2758811116218567
1186,diamet,0.12942281365394592,vitro,0.27535682916641235
1187,largevolum,0.12934166193008423,umifenovir,0.2751583755016327
1188,surgeri,0.1292564421892166,20152986,0.2745310366153717
1189,arm,0.12922236323356628,matter,0.2745034396648407
1190,demand,0.12899348139762878,manual,0.2744755744934082
1191,mismatch,0.12891057133674622,piec,0.27443423867225647
1192,suddenli,0.12886440753936768,stratifi,0.2744257152080536
1193,eastern,0.12882307171821594,75,0.27432939410209656
1194,educ,0.1288217157125473,sunyupst,0.2742525637149811
1195,fatti,0.12879231572151184,515,0.274147093296051
1196,rd,0.12876781821250916,scientist,0.27340269088745117
1197,multipl,0.1286829560995102,dgu,0.2730281949043274
1198,mellitu,0.12858520448207855,worrisom,0.27301114797592163
1199,droperidol,0.12850315868854523,push,0.27291834354400635
1200,sarscov‑2,0.12828677892684937,concentr,0.27258771657943726
1201,frequentist,0.12810754776000977,•placebolik,0.2723860442638397
1202,turn,0.12800566852092743,firstcom,0.2721281945705414
1203,equiti,0.12795700132846832,confound,0.27167749404907227
1204,selfisol,0.1278347671031952,bacteria,0.27103933691978455
1205,arrest,0.12783463299274445,umbria,0.2709996700286865
1206,64,0.1278129369020462,man,0.2709542512893677
1207,168,0.12767431139945984,confront,0.2699540853500366
1208,083,0.1276419460773468,dyad,0.2692883014678955
1209,role,0.12761686742305756,run,0.2692108750343323
1210,wide,0.12754130363464355,uncomfort,0.26905423402786255
1211,newli,0.12731796503067017,coronavirus,0.26899001002311707
1212,server,0.12718422710895538,weekli,0.26880693435668945
1213,uninfect,0.12666234374046326,16,0.26873573660850525
1214,72,0.12664495408535004,symptomat,0.2681899070739746
1215,filtrat,0.12664005160331726,classifi,0.2681480348110199
1216,influenza,0.1265084445476532,outsid,0.26749157905578613
1217,naturalmechan,0.12636128067970276,pm,0.26745039224624634
1218,utmost,0.12623454630374908,turmoil,0.26704880595207214
1219,infectedexpos,0.12619873881340027,320,0.26683497428894043
1220,singl,0.12616457045078278,abstract,0.2664721608161926
1221,sought,0.12614938616752625,2106,0.26637136936187744
1222,tomographi,0.12611377239227295,42yearold,0.26634228229522705
1223,cochran,0.12604978680610657,white,0.2660346031188965
1224,guidanc,0.1260170340538025,modest,0.2657543420791626
1225,probe,0.1260066032409668,strong,0.2654992341995239
1226,skin,0.12599167227745056,unstabl,0.2648119032382965
1227,dog,0.12595102190971375,sedat,0.26474452018737793
1228,unlik,0.1259280890226364,everi,0.26466771960258484
1229,databas,0.12579873204231262,jointli,0.2640407979488373
1230,birth,0.12560607492923737,rais,0.26396840810775757
1231,cancer,0.1255936324596405,chemoprophylaxi,0.26375138759613037
1232,duti,0.1255260854959488,3946,0.2636381983757019
1233,604,0.12541812658309937,76,0.2636274993419647
1234,half,0.12527182698249817,900,0.26359206438064575
1235,unseen,0.12526102364063263,85·9,0.2634350657463074
1236,vulner,0.1251572072505951,30000,0.2634202241897583
1237,024051,0.12512460350990295,old,0.26323625445365906
1238,microbi,0.12495893239974976,713,0.2630001902580261
1239,40,0.12494930624961853,transcriptas,0.2629794776439667
1240,nonmandatori,0.12469165027141571,analogu,0.26251134276390076
1241,environ,0.12461640685796738,eg,0.2621469795703888
1242,biohazard,0.12448076158761978,undergo,0.2615789771080017
1243,right,0.12444412708282471,tast,0.26154908537864685
1244,stromectol,0.1243574470281601,mucosa,0.2613784968852997
1245,nanoparticl,0.12435030192136765,controversi,0.2609766125679016
1246,antibodi,0.1243462860584259,umb,0.26093602180480957
1247,waiv,0.1243300586938858,permut,0.26089465618133545
1248,bidirect,0.12432835251092911,awar,0.2606199085712433
1249,cloth,0.1241532564163208,cruis,0.2603597640991211
1250,pla,0.12413641065359116,placement,0.2600661516189575
1251,3dprint,0.123954638838768,endpoint,0.25998222827911377
1252,3946,0.12393257021903992,sector,0.25988876819610596
1253,piec,0.12366244196891785,median,0.2595440149307251
1254,coronavirus,0.12362278252840042,american,0.25952431559562683
1255,shortli,0.12358245253562927,vast,0.25949251651763916
1256,hematolog,0.12352053821086884,hundr,0.2589976191520691
1257,alveolar,0.12342821806669235,sustain,0.2588091492652893
1258,334,0.12333473563194275,yeast,0.25866949558258057
1259,suspendedreplac,0.12321766465902328,77yearold,0.25819361209869385
1260,whenev,0.12303267419338226,kept,0.25809648633003235
1261,plateau,0.12288547307252884,never,0.2579939067363739
1262,957,0.12287777662277222,hiv,0.257706880569458
1263,problem,0.12284763157367706,shoe,0.2575909495353699
1264,≥3,0.12280671298503876,mycobacteri,0.25755393505096436
1265,reveal,0.12279371917247772,facemask,0.25721612572669983
1266,employ,0.12247699499130249,isolett,0.2571238577365875
1267,diarrhea,0.12245024740695953,obligatori,0.25684303045272827
1268,endors,0.12238113582134247,treat,0.25659653544425964
1269,laryngotracheobronchi,0.12234833091497421,istat,0.2561263144016266
1270,fifti,0.12233613431453705,sour,0.25604119896888733
1271,potent,0.12220893800258636,warrant,0.25590336322784424
1272,urt,0.1220005676150322,outdoor,0.2553427815437317
1273,85225,0.12195812165737152,64,0.25486475229263306
1274,easili,0.12195675820112228,43,0.25463804602622986
1275,grant,0.12194132804870605,anaesthesia,0.25439077615737915
1276,join,0.1219121441245079,d,0.25434064865112305
1277,200,0.12187604606151581,636,0.2540234327316284
1278,9167,0.12164931744337082,announc,0.2534201741218567
1279,antig,0.12162630259990692,referr,0.25328847765922546
1280,radiat,0.12157128751277924,hetil,0.2532707154750824
1281,romagnolo,0.12154887616634369,altern,0.2530437111854553
1282,physician,0.1215314045548439,cura,0.2528699040412903
1283,carrier,0.12138312309980392,anatomi,0.252861887216568
1284,dioxid,0.12137514352798462,2019ncovresult,0.25281327962875366
1285,cardiac,0.12115874886512756,liver,0.25265443325042725
1286,complianc,0.12109295278787613,deactiv,0.2525656223297119
1287,3248,0.12108682096004486,crisi,0.2524140775203705
1288,4857,0.12108001112937927,higheffici,0.2522202730178833
1289,7th,0.12105204910039902,headquart,0.2514600157737732
1290,hotel,0.12078984826803207,brain,0.2513508200645447
1291,rt,0.1206677258014679,season,0.2511709928512573
1292,cluster,0.12065215408802032,pla,0.2511104941368103
1293,registr,0.12062124162912369,compounds2curr,0.25100022554397583
1294,suspicion,0.12028557807207108,superimpos,0.2509644627571106
1295,marginalreason,0.12023039162158966,105,0.25090351700782776
1296,molecul,0.12018439173698425,side,0.2508140504360199
1297,gp120,0.12002037465572357,neurosurgeon,0.2507275342941284
1298,2306,0.11996201425790787,har,0.2504577338695526
1299,intrauterin,0.1199544221162796,latest,0.2503737509250641
1300,separ,0.11994040012359619,uptod,0.250261127948761
1301,exhal,0.11986131966114044,disease12known,0.24985873699188232
1302,window,0.11981211602687836,tool,0.24977168440818787
1303,possess,0.11939053237438202,contactsconclus,0.24972176551818848
1304,unprotect,0.11934509873390198,merscov,0.24931347370147705
1305,distinct,0.1193230152130127,zoonot,0.2486569881439209
1306,microdroplet,0.11929179728031158,accommod,0.24851644039154053
1307,collabor,0.11915990710258484,ormay,0.2481529712677002
1308,ulcer,0.11914779990911484,exhibit,0.24814236164093018
1309,sunyupst,0.11913560330867767,floor,0.2480991780757904
1310,defensa,0.1190875992178917,revenu,0.24787184596061707
1311,previous,0.11892982572317123,distribut,0.2478421926498413
1312,skintoskin,0.11890988796949387,feed,0.2478150725364685
1313,14683,0.11884643137454987,lumefantrine6histori,0.247698575258255
1314,aminotransferas,0.1188187301158905,pcrconfirm,0.24764035642147064
1315,loa,0.11873385310173035,albeit,0.24758528172969818
1316,chlorin,0.11866770684719086,abdulaziz,0.2475704550743103
1317,host,0.11864962428808212,underestim,0.24748966097831726
1318,dyad,0.11854023486375809,protein,0.2472909390926361
1319,circadin®,0.11851278692483902,covid19posit,0.24662847816944122
1320,transcriptasepcr,0.11848518997430801,unabsorb,0.24654245376586914
1321,armsnumb,0.11844178289175034,003,0.24647727608680725
1322,oncologist,0.11843490600585938,synthesi,0.24638918042182922
1323,duplic,0.11842755228281021,achiev,0.24636292457580566
1324,sometim,0.11820782721042633,get,0.2462681233882904
1325,italian,0.11818982660770416,registri,0.24623848497867584
1326,therapeut,0.11818915605545044,movement,0.24601292610168457
1327,seroconvers,0.1180306002497673,frequenc,0.2455398440361023
1328,refus,0.11802484095096588,infectioncontrol,0.24545766413211823
1329,cite,0.11801512539386749,tuberculosi,0.24525170028209686
1330,men,0.11799905449151993,attract,0.24505957961082458
1331,b9721,0.11785698682069778,uncertainti,0.24497181177139282
1332,tongu,0.11783695220947266,eastern,0.2448844164609909
1333,preprint,0.11780832707881927,gender,0.24455712735652924
1334,olfact,0.11751711368560791,resuscit,0.24406121671199799
1335,cours,0.11751547455787659,genderdepend,0.24361473321914673
1336,wait,0.11746299266815186,nanotechnolog,0.24349454045295715
1337,rwsc,0.1174059584736824,big,0.24330486357212067
1338,shift,0.11699393391609192,obstacl,0.24321186542510986
1339,euop,0.11684832721948624,billion,0.24298016726970673
1340,fonden,0.11670291423797607,620,0.242709681391716
1341,durat,0.11663725972175598,farther,0.24264299869537354
1342,eventbas,0.11663084477186203,updat,0.2425905168056488
1343,poisson,0.11657873541116714,seri,0.2423112988471985
1344,moderaterisk,0.11656322330236435,extent,0.24211925268173218
1345,selfadminist,0.11649540811777115,unabl,0.24203941226005554
1346,se,0.11641770601272583,episod,0.24199289083480835
1347,pm10,0.11639688909053802,9th,0.24191339313983917
1348,populationbas,0.11638367176055908,timeperiod,0.24188247323036194
1349,12415,0.11626695841550827,therebi,0.2418634444475174
1350,revers,0.11613282561302185,extub,0.24173307418823242
1351,prolong,0.1157483160495758,step,0.24162104725837708
1352,resourc,0.11573527753353119,ahousehold,0.24118080735206604
1353,selfquarantin,0.11573447287082672,phone,0.2411806881427765
1354,3000,0.11572209745645523,imperfect,0.24112719297409058
1355,inperson,0.11563841998577118,creativ,0.24090753495693207
1356,extrem,0.11561843752861023,disord,0.2407975047826767
1357,growth,0.11557155102491379,thermoplast,0.24071384966373444
1358,satur,0.1155536100268364,vs·,0.24061860144138336
1359,extend,0.11521387845277786,enforc,0.24053312838077545
1360,liconsa,0.11488837003707886,machin,0.24046343564987183
1361,franc,0.114729143679142,dental,0.24025067687034607
1362,142,0.1146528571844101,bone,0.24011486768722534
1363,quick,0.11463499069213867,shortli,0.2400379329919815
1364,scielo,0.11461843550205231,glycoengin,0.23987683653831482
1365,n15,0.11460500955581665,centr,0.23981574177742004
1366,eighteen,0.11459081619977951,play,0.23918640613555908
1367,east,0.11446336656808853,postdeliveri,0.23914304375648499
1368,radiograph,0.11439567804336548,counterproduct,0.2391117662191391
1369,unclear,0.1143345981836319,16117,0.2387203574180603
1370,leav,0.11428052186965942,summar,0.2380884885787964
1371,n100,0.11427796632051468,receptor,0.23805788159370422
1372,commit,0.11421237885951996,plan,0.23768620193004608
1373,azithromycin,0.11417002975940704,half,0.23757484555244446
1374,airsuppli,0.1140935942530632,difficil,0.23751091957092285
1375,troubl,0.11408473551273346,tomographi,0.2375011146068573
1376,equal,0.1140710785984993,ffp2,0.23740307986736298
1377,infant,0.11404776573181152,2019‐ncov,0.23728249967098236
1378,consensusbas,0.113917276263237,92,0.23689548671245575
1379,repres,0.11382018774747849,25,0.2367742657661438
1380,broad,0.1137738972902298,tear,0.2363719940185547
1381,want,0.11376875638961792,ethnic,0.2360316962003708
1382,noncrit,0.11370383948087692,venoven,0.23585191369056702
1383,conclud,0.11368410289287567,medicin,0.23543524742126465
1384,offlabel,0.1136234924197197,puerta,0.2351868748664856
1385,orlean,0.1135898232460022,20100,0.23492904007434845
1386,ill,0.11350038647651672,conjunctiva,0.23472021520137787
1387,neurologist,0.1133967712521553,lowcost,0.2346179038286209
1388,supplement,0.1133195161819458,virion,0.23450858891010284
1389,good,0.11312808096408844,importantli,0.23410047590732574
1390,enceph,0.11305111646652222,nanoparticl,0.2337813675403595
1391,6,0.11295266449451447,predomin,0.23367953300476074
1392,mandatori,0.1128675788640976,far,0.2336597591638565
1393,labor,0.11276759207248688,differenti,0.23362544178962708
1394,motiv,0.11275427043437958,intrins,0.23321251571178436
1395,weekli,0.11269216984510422,assum,0.23314781486988068
1396,infectioncontrol,0.11269194632768631,aforement,0.23307526111602783
1397,scopu,0.1126808300614357,real,0.2329993098974228
1398,pend,0.11254584789276123,1juli,0.23285847902297974
1399,prior,0.1125364750623703,250,0.2328369915485382
1400,deliveri,0.11251142621040344,cohort,0.23282837867736816
1401,exploratori,0.11250684410333633,rang,0.2327086627483368
1402,036079,0.11244145035743713,defici,0.23234128952026367
1403,perceiv,0.11243981122970581,8fold,0.23216186463832855
1404,intermitt,0.11238458752632141,incub,0.23198899626731873
1405,amuchina,0.11237524449825287,supermicron,0.23191457986831665
1406,breath4curr,0.11228317022323608,supplement,0.2318108230829239
1407,elimin,0.11217540502548218,put,0.2317977249622345
1408,disrupt,0.11208576709032059,usag,0.23158136010169983
1409,probabl,0.11204329133033752,induc,0.23121438920497894
1410,18945,0.11169648170471191,complementari,0.2308950424194336
1411,14day,0.1116505116224289,antiinflammatori,0.23065558075904846
1412,angel,0.11163836717605591,dilut,0.23064732551574707
1413,675,0.11160170286893845,bring,0.2305457592010498
1414,defer,0.111566461622715,inflamm,0.22998197376728058
1415,live,0.11129271984100342,messag,0.2297796607017517
1416,neutropenia,0.11122943460941315,neutropenia,0.22958776354789734
1417,scenario,0.11116165667772293,2195,0.22945857048034668
1418,splash,0.11093587428331375,taiwan,0.2294457107782364
1419,oil,0.11083847284317017,gastroenterologist,0.22912229597568512
1420,0·15,0.11083471775054932,answer,0.22872161865234375
1421,express,0.11061926931142807,ishack,0.2285933494567871
1422,herein,0.11059410125017166,papr,0.22830307483673096
1423,100000,0.11044029891490936,consecut,0.2280787229537964
1424,diarrhoea,0.11041978001594543,700000,0.22806714475154877
1425,vitro,0.1103990375995636,intim,0.22800682485103607
1426,distancebmed,0.1103530153632164,polit,0.2277926504611969
1427,immunocomplex,0.11020846664905548,era,0.2276325821876526
1428,away,0.11019427329301834,coat,0.22737538814544678
1429,ambulatori,0.11011874675750732,inspir,0.22735080122947693
1430,gabon,0.11010857671499252,lipner,0.22722014784812927
1431,wherea,0.11003130674362183,snorkel,0.22685590386390686
1432,maximum,0.11001671850681305,473,0.22657214105129242
1433,incom,0.11000607162714005,mediat,0.2263934314250946
1434,inspir,0.10994898527860641,ligand,0.22637858986854553
1435,pcrposit,0.10990750789642334,halt,0.22613942623138428
1436,vet,0.10986602306365967,dilat,0.22613340616226196
1437,surviv,0.10983465611934662,xray,0.22587740421295166
1438,500,0.10979761183261871,unpreced,0.22554655373096466
1439,intub,0.10938963294029236,abnorm,0.225412055850029
1440,modifi,0.10934479534626007,broadli,0.22497481107711792
1441,cobicistat,0.10913432389497757,£15000,0.22497093677520752
1442,bed,0.10888613760471344,bacteri,0.22489318251609802
1443,maxillofaci,0.10888449102640152,211,0.22478249669075012
1444,impress,0.10881026834249496,airpurifi,0.22448892891407013
1445,inpati,0.10871385037899017,mission,0.22444885969161987
1446,rct,0.10860089957714081,categor,0.22439149022102356
1447,pose,0.10855445265769958,181684,0.22438247501850128
1448,earliest,0.10851138085126877,quick,0.2242792844772339
1449,fulmin,0.10835594683885574,india,0.22411248087882996
1450,dish,0.10829932987689972,prepared,0.22398275136947632
1451,15,0.10829506814479828,name,0.22390112280845642
1452,consum,0.10808412730693817,tachycardia,0.22374838590621948
1453,inspiratori,0.1079033762216568,pathogen,0.22365491092205048
1454,tighten,0.10778874158859253,earlier,0.22338274121284485
1455,prepared,0.10775971412658691,cooper,0.2232283353805542
1456,3121,0.1076945960521698,ace2,0.22263997793197632
1457,posterior,0.10767039656639099,≥18,0.22231313586235046
1458,anxieti,0.10721960663795471,nonagmp,0.22202974557876587
1459,thermal,0.10719005763530731,near,0.22200524806976318
1460,polymeras,0.1070546954870224,hospitalized3symptomat,0.22184523940086365
1461,immunolog,0.10701972246170044,elabor,0.22178202867507935
1462,tuberculosi,0.10701937973499298,hotspot,0.22156472504138947
1463,b.,0.10699168592691422,vet,0.221379816532135
1464,3june,0.10697107017040253,demograph,0.221221461892128
1465,mpb,0.10694549977779388,90,0.22114907205104828
1466,tract,0.1068936437368393,1mg2ml,0.22109773755073547
1467,transient,0.10677644610404968,b972,0.22080698609352112
1468,offguard,0.10673779249191284,pharmacist,0.22053295373916626
1469,r20021,0.10654062777757645,visual,0.21994507312774658
1470,ever,0.10653079301118851,sir,0.21989981830120087
1471,nebraska,0.1063605323433876,675,0.2198304384946823
1472,mainli,0.1061181128025055,880,0.2197454571723938
1473,npirel,0.1060827374458313,impairment14us,0.21966096758842468
1474,three,0.1060081273317337,compli,0.21945235133171082
1475,chloroquine5pati,0.10592706501483917,dna,0.21919745206832886
1476,advantag,0.10589390993118286,santa,0.2185755968093872
1477,women,0.10576459765434265,seeq,0.21856442093849182
1478,4883,0.10572749376296997,14683,0.21853619813919067
1479,involv,0.10572576522827148,pubm,0.218065083026886
1480,golden,0.10570474714040756,n95ffp2,0.21794794499874115
1481,shock,0.10536910593509674,782,0.21781432628631592
1482,consequ,0.10533221065998077,modif,0.21778139472007751
1483,2195,0.10529816150665283,prior,0.21768434345722198
1484,ecrf,0.10513412952423096,gene,0.21762371063232422
1485,allplex,0.10507013648748398,deal,0.2175719141960144
1486,1827,0.10504765808582306,ard,0.21728068590164185
1487,read,0.10500986874103546,send,0.2172328531742096
1488,biodegrad,0.10492308437824249,compassion,0.21718081831932068
1489,fomit,0.10491983592510223,hepat,0.21712367236614227
1490,nct04331834,0.10483531653881073,visit,0.21711263060569763
1491,reversetranscript,0.10474531352519989,71,0.21709007024765015
1492,endem,0.10470154881477356,immedi,0.21703879535198212
1493,roster,0.1046648621559143,area,0.21697568893432617
1494,easier,0.10430090129375458,34,0.21692346036434174
1495,princip,0.10429714620113373,peripher,0.21684324741363525
1496,correct,0.10425446182489395,multilay,0.2167719453573227
1497,extent,0.10421895980834961,refrain,0.2164466381072998
1498,princess,0.10405725240707397,otorhinolaryngolog,0.2161910980939865
1499,pcrconfirm,0.1040501669049263,308,0.2160968780517578
1500,glycoengin,0.10404300689697266,crosssect,0.21589626371860504
1501,gown,0.10380309820175171,valid,0.21555538475513458
1502,phone,0.10373607277870178,galα13galβ14glcnacr,0.21448536217212677
1503,rotat,0.10371281206607819,ident,0.21448180079460144
1504,attract,0.10367237776517868,compromis,0.21440067887306213
1505,waterresist,0.10361073911190033,tract,0.21439626812934875
1506,selfadministr,0.10357484221458435,anxieti,0.2143377959728241
1507,justintim,0.10351844131946564,8924,0.21433645486831665
1508,lo,0.10326576232910156,26th,0.2142324447631836
1509,secret,0.10311006009578705,20191,0.21410013735294342
1510,494,0.10300341248512268,recurr,0.21408966183662415
1511,computer,0.10296344757080078,exchang,0.21369802951812744
1512,atlanta,0.10278351604938507,caution,0.21354497969150543
1513,ozon,0.10277273505926132,serious,0.2135079801082611
1514,irrig,0.1027582660317421,doserespons,0.21343350410461426
1515,polyvinyl,0.10266073048114777,predictor,0.2133830487728119
1516,give,0.10260353982448578,cm,0.21330958604812622
1517,92,0.10253211110830307,indian,0.21319915354251862
1518,halt,0.10252037644386292,epicent,0.21319271624088287
1519,ard,0.10241638123989105,recycl,0.21315322816371918
1520,label,0.10226000845432281,internet,0.21282748878002167
1521,uncommon,0.10223673284053802,emot,0.21277379989624023
1522,fmt,0.10222308337688446,slow,0.21253323554992676
1523,narr,0.10211178660392761,loup,0.21248216927051544
1524,swift,0.10207722336053848,10001300,0.21246419847011566
1525,copathogen,0.10207549482584,230,0.21234837174415588
1526,impact,0.1020238921046257,prime,0.21222613751888275
1527,227,0.1019626185297966,attend,0.21208347380161285
1528,ischem,0.10195055603981018,metaanalysi,0.21198566257953644
