,ct,cos,2003,cos
1036,extract,0.1294846385717392,breath,0.6997483968734741
1037,inhibitor,0.12947095930576324,isocryptotanshinon,0.6996356844902039
1038,zero,0.1293254792690277,rise,0.6988546848297119
1039,ration,0.1292695254087448,directorgener,0.6987884044647217
1040,give,0.12925612926483154,heterotrim,0.6977280378341675
1041,pulmonari,0.12916168570518494,creat,0.6960732936859131
1042,swiftli,0.12888190150260925,variat,0.6959509253501892
1043,old,0.12885671854019165,usag,0.6958663463592529
1044,eg,0.12882773578166962,mushroom,0.6954888105392456
1045,mechan,0.12881016731262207,accompani,0.6938295364379883
1046,reveal,0.1287645697593689,coeffici,0.6935300827026367
1047,journal,0.1287333071231842,fear,0.6933894157409668
1048,close,0.12867474555969238,19,0.6924073696136475
1049,back,0.12861493229866028,tam,0.6919326782226562
1050,instrument,0.12851500511169434,abdomin,0.6908938884735107
1051,grow,0.12848612666130066,convent,0.6901397705078125
1052,primat,0.1284140944480896,old,0.689680814743042
1053,35,0.12841199338436127,mbl,0.6895535588264465
1054,genit,0.12838727235794067,32,0.6891489028930664
1055,stage,0.12838147580623627,incorpor,0.6885288953781128
1056,50,0.12823545932769775,polit,0.6870684623718262
1057,heart,0.12814006209373474,lopinavir,0.6861588954925537
1058,dearth,0.12808442115783691,contin,0.6860572099685669
1059,lu,0.12802761793136597,multisystem,0.6857349872589111
1060,endur,0.12794950604438782,consequ,0.6849231719970703
1061,evolv,0.1279265582561493,gold,0.6838326454162598
1062,abstract,0.12790483236312866,charit,0.6833950877189636
1063,borough,0.12786763906478882,hyphen,0.6833809614181519
1064,diagnost,0.12781156599521637,promis,0.6831781268119812
1065,shoulder,0.1278027892112732,bloodbrain,0.6831738948822021
1066,intercept,0.12767037749290466,precaut,0.6829506158828735
1067,epitop,0.12755103409290314,sev,0.6826920509338379
1068,final,0.1275477260351181,discharg,0.6825700998306274
1069,seafood,0.12754563987255096,locat,0.6824263334274292
1070,top,0.12743261456489563,scaffold,0.6820599436759949
1071,treat,0.12738357484340668,die,0.6820510625839233
1072,overview,0.12737996876239777,june,0.6819664239883423
1073,languag,0.12736037373542786,strengthen,0.6814965009689331
1074,c,0.12734735012054443,immunolog,0.6801703572273254
1075,done,0.12728457152843475,congest,0.6798768043518066
1076,riskbenefit,0.12726470828056335,municip,0.6793777942657471
1077,130,0.12721291184425354,singlecent,0.6791914701461792
1078,realiti,0.12703806161880493,grow,0.6790621280670166
1079,defin,0.12692660093307495,special,0.6782248020172119
1080,multipl,0.12691053748130798,long,0.6778106689453125
1081,throughout,0.12680289149284363,chow,0.6776036024093628
1082,nucleotid,0.1266050785779953,h,0.6773966550827026
1083,moment,0.12659189105033875,electrochem,0.676884651184082
1084,center,0.12659001350402832,psycholog,0.6768520474433899
1085,despit,0.1265067607164383,extrapulmonari,0.6767973303794861
1086,onset,0.12643827497959137,sens,0.6764867305755615
1087,epithelium,0.1263003945350647,37,0.6763784885406494
1088,scholar,0.1262696087360382,boost,0.6759411096572876
1089,mostli,0.12625285983085632,744385,0.675896167755127
1090,fdaapprov,0.1262170374393463,recov,0.6753115057945251
1091,utmost,0.12601083517074585,calcul,0.674958348274231
1092,5,0.1258240044116974,extrem,0.6749171018600464
1093,systemat,0.12569168210029602,80r,0.6745955944061279
1094,02,0.12566286325454712,fastgrow,0.6741997003555298
1095,improv,0.12558770179748535,quantit,0.6740480661392212
1096,79,0.1254664957523346,swabbas,0.67392897605896
1097,emphasis,0.1254591941833496,mediat,0.6738843321800232
1098,rheumatoid,0.12535960972309113,brief,0.6734601855278015
1099,damag,0.12532228231430054,msbase,0.6731067895889282
1100,materi,0.12509052455425262,simian,0.6727917194366455
1101,histocompat,0.12489776313304901,tanshinketolacton,0.6724172830581665
1102,commun,0.12489411234855652,end,0.6721781492233276
1103,coevolut,0.12483547627925873,androgen,0.6721672415733337
1104,adequ,0.12481197714805603,exert,0.6719640493392944
1105,influx,0.12461711466312408,neither,0.6715571284294128
1106,pdb,0.12458132952451706,nonspecif,0.6709903478622437
1107,casualti,0.12435714900493622,ultim,0.6707371473312378
1108,take,0.12429828941822052,pheic,0.6699621677398682
1109,stress,0.12411084771156311,attribut,0.6693798303604126
1110,saudi,0.1240810751914978,devast,0.6692753434181213
1111,threefold,0.12407921254634857,henc,0.669040322303772
1112,issu,0.12406113743782043,emphas,0.6689955592155457
1113,corona,0.12404340505599976,constant,0.6687139272689819
1114,importantli,0.12403006851673126,betacoronavirus,0.6679618954658508
1115,web,0.12402019649744034,massspectrometri,0.6678721904754639
1116,ten,0.12397659569978714,cours,0.6668901443481445
1117,evolut,0.12385441362857819,extent,0.6667090058326721
1118,door,0.12380974739789963,angiographi,0.6666443347930908
1119,dissemin,0.12364543974399567,neuroinflamm,0.6644458174705505
1120,appli,0.12362413853406906,start,0.6638231873512268
1121,surgic,0.12352553755044937,c,0.6635858416557312
1122,social,0.12343636155128479,hypothes,0.6635741591453552
1123,tempor,0.1233498826622963,combat,0.6634007692337036
1124,12,0.12328879535198212,sistematx,0.6632139682769775
1125,proteinprotein,0.1232120543718338,along,0.6622496843338013
1126,except,0.12320960313081741,isi,0.661833643913269
1127,60,0.12320072948932648,alarm,0.660836935043335
1128,express,0.12312553077936172,cluster,0.6608171463012695
1129,littl,0.1230727955698967,introduct,0.6605671048164368
1130,proinflammatori,0.12305961549282074,pathway,0.660460889339447
1131,jump,0.12302253395318985,60,0.660312294960022
1132,tripl,0.12299981713294983,2013,0.660198986530304
1133,epidemiolog,0.12284056842327118,ufh,0.6601040959358215
1134,later,0.12268312275409698,airway,0.6596332788467407
1135,attach,0.12267114222049713,eagerli,0.6595325469970703
1136,sarscov2specif,0.12234267592430115,crossprotect,0.6590680480003357
1137,zhou,0.12202206999063492,29,0.6589605808258057
1138,establish,0.12197115272283554,sad,0.6584864258766174
1139,carri,0.12191198766231537,thu,0.6577936410903931
1140,eventu,0.12190580368041992,1142,0.6577723026275635
1141,fluorescein,0.12189993262290955,corticoid,0.6576370000839233
1142,restrict,0.12183202058076859,distribut,0.6573230624198914
1143,diagnosi,0.12181547284126282,pool,0.6573100090026855
1144,ischemia,0.12181178480386734,molecularweight,0.657189130783081
1145,nano,0.1216113269329071,allatom,0.6566988229751587
1146,counteract,0.12136717885732651,constantli,0.6557520627975464
1147,regul,0.1213299110531807,multilay,0.6554552316665649
1148,gi,0.1213170662522316,deadli,0.6554470062255859
1149,gradual,0.12128984928131104,cytometri,0.655389666557312
1150,posit,0.12115822732448578,rheumatoid,0.6551741361618042
1151,levelhospit,0.12113398313522339,pathophysiolog,0.6551421880722046
1152,et,0.12107020616531372,bodili,0.6542986631393433
1153,preprint,0.1209549531340599,iii,0.653606653213501
1154,incid,0.12084530293941498,toxic,0.6532210111618042
1155,lab,0.12083327770233154,reactiv,0.6531695127487183
1156,massspectrometri,0.12070630490779877,lee,0.6528478860855103
1157,diffus,0.12070230394601822,yung,0.6527975797653198
1158,h,0.12064816057682037,log,0.6526163816452026
1159,pet,0.12064330279827118,exponenti,0.6512870192527771
1160,jiedu,0.120559461414814,8096,0.6511961817741394
1161,widespread,0.12055738270282745,shed,0.6503304839134216
1162,strong,0.12041628360748291,proxim,0.6497975587844849
1163,crd42020180860,0.12020239979028702,modern,0.648682177066803
1164,bat,0.12013137340545654,commonli,0.6484246850013733
1165,preexist,0.12007570266723633,resolut,0.6482707262039185
1166,sort,0.12004998326301575,vss,0.6480317115783691
1167,ophthalmologist,0.1200486272573471,oropharynx,0.647948682308197
1168,molecularweight,0.12000424414873123,73,0.6479356288909912
1169,structur,0.1199428141117096,navig,0.6478133201599121
1170,rtpcr,0.11993288993835449,reus,0.6477501392364502
1171,solubl,0.11983215808868408,7,0.6463746428489685
1172,vitro,0.11976753920316696,modestli,0.6444019675254822
1173,explain,0.11968087404966354,inexpens,0.6441588401794434
1174,claim,0.11967805027961731,toronto,0.6440333724021912
1175,threat,0.11951151490211487,79,0.6440097093582153
1176,nonpathogen,0.1194344162940979,14,0.6436704397201538
1177,subgenu,0.1194181963801384,highcertainti,0.6430643200874329
1178,regulatori,0.11924692988395691,dr.,0.6429626941680908
1179,mimick,0.11924427002668381,p0·036,0.6418627500534058
1180,boost,0.11921781301498413,threaten,0.6414123773574829
1181,prospero,0.1191800981760025,platform,0.6411722898483276
1182,persist,0.11917334794998169,interv,0.6409471035003662
1183,guid,0.11913278698921204,faster,0.640741229057312
1184,natur,0.11900874972343445,warrant,0.6404480934143066
1185,unidentifi,0.11894551664590836,atyp,0.639462947845459
1186,pipa,0.11891376972198486,1960,0.6389527320861816
1187,nasopharynx,0.11888064444065094,check,0.6388859748840332
1188,thromboprophylaxi,0.11883368343114853,interplay,0.6381986737251282
1189,hlaa,0.11870476603507996,widespread,0.6380598545074463
1190,fight,0.11861269176006317,except,0.6375199556350708
1191,cooper,0.11843567341566086,commerci,0.6373730897903442
1192,821,0.118362195789814,zhu,0.636419415473938
1193,poor,0.11834816634654999,reliabl,0.6362572908401489
1194,lamiacea,0.1183074489235878,drawback,0.6351847648620605
1195,whether,0.11830395460128784,broad,0.634779155254364
1196,wrapp,0.11823714524507523,metropolitan,0.6346330642700195
1197,german,0.11822014302015305,ace,0.6337668895721436
1198,ncov,0.11803770065307617,insuffici,0.6330888867378235
1199,us,0.11802519112825394,paediatr,0.6323831081390381
1200,protocol,0.11799391359090805,unfraction,0.6320450901985168
1201,faster,0.11797188967466354,algorithm,0.6318701505661011
1202,4tier,0.11794789135456085,storm,0.6316919326782227
1203,outsid,0.1179329976439476,nano,0.6315193176269531
1204,implic,0.11791153252124786,immedi,0.6312195062637329
1205,januari,0.11787314713001251,clarifi,0.6290248036384583
1206,moderaterisk,0.11777356266975403,unexplain,0.6288025975227356
1207,failur,0.11754915863275528,culprit,0.6286150217056274
1208,tseng,0.11723664402961731,ident,0.6279717087745667
1209,mild,0.11723591387271881,p,0.627911388874054
1210,build,0.11718239635229111,acronym,0.6274455785751343
1211,serinethreonin,0.11715292185544968,forc,0.6261157989501953
1212,rang,0.11678506433963776,backgroundto,0.6249632239341736
1213,nervou,0.1167573630809784,inadequ,0.6249555349349976
1214,marin,0.11672970652580261,needl,0.6244715452194214
1215,entri,0.1167086809873581,t2d,0.6243607401847839
1216,pointofcar,0.11669671535491943,michael,0.6242644786834717
1217,anxieti,0.11666804552078247,remark,0.624173641204834
1218,began,0.11662495881319046,gain,0.623961329460144
1219,inflamm,0.11657640337944031,mimick,0.6235470771789551
1220,elucid,0.11656370759010315,mri,0.623127818107605
1221,microvasculatur,0.11655324697494507,ventil,0.6226266622543335
1222,methodolog,0.11643809825181961,a.,0.6219555139541626
1223,size,0.11642472445964813,sin,0.6211695671081543
1224,tree,0.11635871231555939,acutechron,0.6205510497093201
1225,gene,0.1162935271859169,antithrombin,0.6195751428604126
1226,200,0.11625446379184723,nanobiotechnolog,0.6191450953483582
1227,inactiv,0.11617568135261536,sinicu,0.6189398765563965
1228,adjuv,0.1161574050784111,largest,0.6189090013504028
1229,phenotyp,0.11611341685056686,adequ,0.6171098351478577
1230,2009,0.11601876467466354,cover,0.6164600849151611
1231,n,0.11592783778905869,plasminogen,0.6161270141601562
1232,foundat,0.11588025838136673,realm,0.6157695055007935
1233,univers,0.11582140624523163,toward,0.6155452728271484
1234,approb,0.11560948193073273,precautionari,0.6152490973472595
1235,europ,0.11546935886144638,ho,0.6151917576789856
1236,employ,0.1154124066233635,wit,0.6148207783699036
1237,pave,0.11535529047250748,prolong,0.6147722601890564
1238,260000,0.11528769880533218,incred,0.6143581867218018
1239,school,0.11520981043577194,camel,0.6142362952232361
1240,incred,0.11496652662754059,abl,0.6135556697845459
1241,inpati,0.11494556069374084,humanassoci,0.613508939743042
1242,amino,0.11493873596191406,peak,0.613194465637207
1243,resid,0.11493563652038574,preclin,0.6131713390350342
1244,stand,0.11489728093147278,n-,0.6131064891815186
1245,qualiti,0.11482959985733032,goal,0.6129691004753113
1246,reaction,0.11478108912706375,mutant,0.6128593683242798
1247,shift,0.1147083193063736,tanshinlacton,0.6125599145889282
1248,predict,0.11470440030097961,step,0.6125447154045105
1249,ideal,0.11468975245952606,rbm,0.6115983724594116
1250,strongest,0.11465029418468475,23rd,0.6114253997802734
1251,academi,0.11459477245807648,look,0.6113165616989136
1252,section,0.11456000804901123,e,0.611125111579895
1253,consider,0.1145571917295456,wellestablish,0.6102471351623535
1254,learn,0.1145397424697876,3477,0.6099258065223694
1255,salvag,0.11438283324241638,furthermor,0.609728991985321
1256,cohort,0.1143631860613823,43,0.6096748113632202
1257,centuri,0.11426474899053574,lifethreaten,0.6088547706604004
1258,past,0.11415576934814453,lamiacea,0.6087762117385864
1259,leak,0.11413779854774475,electron,0.6080439686775208
1260,possess,0.1140659749507904,membran,0.6074973344802856
1261,insur,0.11405292898416519,moderatecertainti,0.6071035861968994
1262,biomark,0.11384693533182144,yuen,0.6067289113998413
1263,exhibit,0.11380647122859955,ligand,0.6062066555023193
1264,30000,0.1136184111237526,mask,0.6054646968841553
1265,novelti,0.11355342715978622,list,0.6049491763114929
1266,femal,0.11350157856941223,cardiac,0.6046470403671265
1267,background,0.11347142606973648,casualti,0.604640543460846
1268,battl,0.11340825259685516,labbas,0.6040189266204834
1269,yu,0.11325450241565704,pharmacokinet,0.6036208868026733
1270,whole,0.11325079202651978,hoy,0.6034749150276184
1271,deadliest,0.11320149153470993,offlabel,0.6027212142944336
1272,list,0.11312991380691528,readili,0.6022058725357056
1273,grant,0.11308307200670242,ministri,0.6017462611198425
1274,vs,0.11305148154497147,phylodynam,0.6014416217803955
1275,fact,0.1128646656870842,subgenu,0.6011000871658325
1276,cd209,0.11282513290643692,verif,0.6007698774337769
1277,statpearl,0.11269459128379822,hlaa,0.6003707647323608
1278,hyphen,0.11259757727384567,meikang,0.6002429723739624
1279,comparison,0.11247026920318604,69,0.599919855594635
1280,consequ,0.11242333054542542,covid,0.5998477935791016
1281,horsesho,0.11239562928676605,frhk4,0.599611759185791
1282,site,0.11210508644580841,65,0.599337100982666
1283,pauci,0.1120859757065773,dri,0.5987961888313293
1284,analyz,0.11208246648311615,208,0.5982017517089844
1285,realtim,0.1120498776435852,task,0.5981560945510864
1286,side,0.1119622141122818,fcer2,0.5977289080619812
1287,within,0.1119605004787445,shockingli,0.5975350141525269
1288,readili,0.11179516464471817,know,0.5973368883132935
1289,744385,0.11174499988555908,md,0.5973290205001831
1290,flow,0.11173336952924728,prognosi,0.5973005294799805
1291,contrast,0.1116989403963089,genotyp,0.5969324707984924
1292,highcertainti,0.11166501045227051,serum,0.5968154668807983
1293,half,0.11159968376159668,exceed,0.5966625213623047
1294,3477,0.11140667647123337,med,0.596514880657196
1295,aspect,0.11138314753770828,pharmacophor,0.5965139865875244
1296,haplotyp,0.11099238693714142,expand,0.5964804887771606
1297,sensit,0.11092826724052429,01,0.5963669419288635
1298,object,0.1108827143907547,nanomedicin,0.5962866544723511
1299,unexplain,0.11080261319875717,hepat,0.5961880683898926
1300,prepared,0.11075955629348755,go,0.595722496509552
1301,licens,0.1107260137796402,adjust,0.5953719019889832
1302,trace,0.11063818633556366,pack,0.5947661399841309
1303,hypotens,0.11061342060565948,channel,0.5947073698043823
1304,erad,0.11040374636650085,hcovoc43,0.594575822353363
1305,progress,0.11040155589580536,eventu,0.594292402267456
1306,asymptomat,0.11027055978775024,mainland,0.5941879153251648
1307,meikang,0.11026617884635925,ming,0.5941281318664551
1308,purpos,0.11019744724035263,fusion,0.5937914848327637
1309,rais,0.10995250940322876,sound,0.5935335159301758
1310,broke,0.109723761677742,trace,0.593171238899231
1311,id,0.10969577729701996,uncertainti,0.5926311016082764
1312,consist,0.10968764871358871,conform,0.5923865437507629
1313,raw,0.10967621207237244,crossdepartment,0.5918799638748169
1314,disease2019,0.10950338840484619,driven,0.5918469429016113
1315,approxim,0.10937967151403427,1980,0.5917153358459473
1316,unit,0.10935039818286896,aggress,0.5916155576705933
1317,compound,0.10912472009658813,172,0.5905990600585938
1318,core,0.10899686813354492,tseng,0.5903745889663696
1319,interv,0.10894092917442322,spotlight,0.5901545286178589
1320,delay,0.10887078195810318,contributor,0.5897427797317505
1321,tocilizumab,0.10885656625032425,remov,0.5897362232208252
1322,nonsteroid,0.10866609215736389,engag,0.5893898010253906
1323,revers,0.1086173951625824,learnt,0.5892839431762695
1324,resourc,0.10860134661197662,mode,0.5889902710914612
1325,mhcii,0.10859623551368713,iia,0.5885204076766968
1326,macrovesicular,0.10851642489433289,solidar,0.5876168608665466
1327,receiv,0.10820803046226501,jiedu,0.5874682664871216
1328,angiotensinconvert,0.10820487141609192,keep,0.5873212814331055
1329,possibl,0.10812895745038986,invad,0.5868339538574219
1330,recognis,0.1079159751534462,glove,0.5864705443382263
1331,regard,0.10785433650016785,staff,0.5860649347305298
1332,kind,0.10778272151947021,biomark,0.585700273513794
1333,001,0.10770731419324875,retin,0.5850290060043335
1334,exert,0.1076878011226654,top,0.584945559501648
1335,vero,0.10767657309770584,guangzhou,0.5845096707344055
1336,mei,0.1076744943857193,dock,0.5838298797607422
1337,atyp,0.10767337679862976,option,0.5835863351821899
1338,ministri,0.10762256383895874,moment,0.5830302238464355
1339,21st,0.10756175220012665,conjunct,0.5829748511314392
1340,board,0.10752324014902115,ocean,0.5827000141143799
1341,much,0.10746635496616364,solver,0.5823770761489868
1342,look,0.10722671449184418,syndromecov,0.5817744731903076
1343,pdcmediat,0.1071818619966507,2500,0.5809711813926697
1344,gain,0.10713212192058563,replicationcompet,0.5809692144393921
1345,216,0.10713060200214386,coronavirus2,0.5809305310249329
1346,creat,0.10706019401550293,sarslik,0.5802340507507324
1347,zhu,0.10702511668205261,eight,0.5801337957382202
1348,lond,0.10685903578996658,collabor,0.5794627070426941
1349,taskforc,0.1068006157875061,03,0.5794076323509216
1350,compil,0.10676233470439911,tlr4,0.5792520046234131
1351,fecalor,0.10674261301755905,203,0.5788499712944031
1352,httpsbmcmedgenetbiomedcentralcomarticles1011861471235049,0.10673444718122482,abidor,0.5788323879241943
1353,perturb,0.10659968852996826,disrupt,0.5786733627319336
1354,rna,0.10659419000148773,intestin,0.5786385536193848
1355,fatigu,0.10657654702663422,endur,0.5777193307876587
1356,sore,0.1065354272723198,confound,0.5776699185371399
1357,toward,0.10634306073188782,crownlik,0.5775323510169983
1358,shockingli,0.10629232227802277,gtex,0.5773063898086548
1359,estrogen,0.10628408938646317,brazil,0.5772225856781006
1360,supplement,0.10604217648506165,salvag,0.5770575404167175
1361,profil,0.10601460188627243,advantag,0.5768858194351196
1362,175694,0.10593956708908081,27,0.5768454670906067
1363,hong,0.10588307678699493,link,0.5767614841461182
1364,ancestor,0.10587821900844574,cryoelectron,0.5759811401367188
1365,excess,0.10584566742181778,shaw,0.5759398937225342
1366,collater,0.10574539005756378,118000,0.5758762359619141
1367,lockdown,0.10571588575839996,02,0.5755288004875183
1368,mobil,0.1056787297129631,45,0.575508713722229
1369,probabl,0.10567803680896759,transcriptasepolymeras,0.5754808187484741
1370,becam,0.1052280068397522,xu,0.5754684209823608
1371,variabl,0.1051807552576065,824,0.5754368305206299
1372,peak,0.10517199337482452,besid,0.5747841000556946
1373,jaksign,0.10509461909532547,arthriti,0.5747008323669434
1374,superior,0.10501708090305328,1955,0.5739856958389282
1375,cluster,0.10478049516677856,clinician,0.5735393762588501
1376,270273,0.10476523637771606,get,0.57347172498703
1377,envelop,0.10462804138660431,propag,0.5734106302261353
1378,phylogenet,0.10454745590686798,subject,0.5732672214508057
1379,strain,0.10449952632188797,landmark,0.5732564926147461
1380,arrang,0.10442768037319183,descript,0.5728991031646729
1381,oral,0.10438817739486694,standard,0.5725996494293213
1382,labbas,0.10437442362308502,3clike,0.5721055865287781
1383,least,0.10432660579681396,acid,0.5717873573303223
1384,brazil,0.10424964874982834,116,0.5717207193374634
1385,almost,0.10393703728914261,done,0.5716968774795532
1386,motif,0.10386870801448822,guidanc,0.5714273452758789
1387,forc,0.10386344790458679,000,0.571198582649231
1388,chapter,0.10372652113437653,covassoci,0.5701442956924438
1389,virusreceptor,0.10357892513275146,malaria,0.5700533986091614
1390,rct,0.10355991125106812,turn,0.570015013217926
1391,brought,0.10346001386642456,urin,0.5699239373207092
1392,rapamycin,0.10341227054595947,18,0.5693095922470093
1393,divers,0.10332325100898743,260000,0.5692495107650757
1394,liver,0.1033182442188263,alert,0.5684006214141846
1395,p0·036,0.10331432521343231,hundr,0.5679582357406616
1396,andor,0.1032901406288147,mei,0.5672595500946045
1397,presum,0.10315018147230148,cet,0.5670677423477173
1398,singapor,0.10292067378759384,slightli,0.5670322775840759
1399,li,0.10278875380754471,leverag,0.5668706893920898
1400,a.,0.1025606319308281,consecut,0.5664641261100769
1401,techniqu,0.10252922773361206,triag,0.5664522051811218
1402,option,0.10247711837291718,tnfα,0.5660935640335083
1403,donor,0.10223457217216492,hiv,0.5658511519432068
1404,live,0.10203054547309875,paramount,0.5656682252883911
1405,attribut,0.1018887460231781,voic,0.5653338432312012
1406,transcriptasepolymeras,0.10183346271514893,oligomer,0.565280020236969
1407,lifethreaten,0.10158488899469376,strength,0.5649226903915405
1408,sens,0.1015201210975647,renal,0.5645829439163208
1409,partial,0.10152008384466171,isotanshinon,0.5644305348396301
1410,numer,0.10144580900669098,survey,0.5643717050552368
1411,βcov,0.10134167224168777,hygien,0.5642706155776978
1412,dyspnea,0.10126879811286926,portabl,0.5635311603546143
1413,network,0.1011163517832756,181,0.5634490251541138
1414,257,0.10102774947881699,authent,0.563371479511261
1415,literatur,0.10098576545715332,acquisit,0.5631375312805176
1416,12residu,0.10090169310569763,milder,0.5630236864089966
1417,workflow,0.1008385568857193,antibiot,0.5629891753196716
1418,communic,0.10080569982528687,ruptur,0.5624495148658752
1419,sin,0.1007976233959198,sarbecoviru,0.5614268779754639
1420,adapt,0.10068602859973907,ic50,0.5612232089042664
1421,longstand,0.10067404061555862,gone,0.5608225464820862
1422,acronym,0.1006663516163826,prespecifi,0.5604953169822693
1423,multinucl,0.10034734010696411,demand,0.5597369074821472
1424,retrospect,0.10034412145614624,min,0.5587181448936462
1425,surpass,0.10021411627531052,evas,0.558334469795227
1426,updat,0.10000906139612198,jaksign,0.5582159161567688
1427,yuen,0.09985557198524475,equat,0.557420015335083
1428,state,0.09977567940950394,fourteen,0.5574188232421875
1429,arbidol,0.0996081754565239,stromalstem,0.5571612119674683
1430,pubm,0.09958699345588684,8000,0.5570403933525085
1431,diammonium,0.09951832890510559,1696588,0.5562219023704529
1432,nanosci,0.09951825439929962,newtarget,0.5559667944908142
1433,lsign,0.09926073998212814,subtl,0.5553213357925415
1434,intestin,0.09902677685022354,defens,0.5550527572631836
1435,mpr,0.09874594956636429,door,0.554142951965332
1436,cellcultur,0.0987364798784256,virusbiosens,0.5540179014205933
1437,likelihood,0.09869793057441711,immunosensor,0.553613543510437
1438,either,0.0985037162899971,wrapp,0.5524694919586182
1439,slightli,0.09837473183870316,capabl,0.5521586537361145
1440,shutdown,0.09837278723716736,incess,0.5520719289779663
1441,138,0.09787852317094803,counteract,0.5520428419113159
1442,cannot,0.09780624508857727,70,0.5515323877334595
1443,moll,0.09776314347982407,smart,0.5513611435890198
1444,weapon,0.09770287573337555,proport,0.5510942935943604
1445,hill,0.097571462392807,seakkan,0.5504770278930664
1446,forecast,0.09751620888710022,unfortun,0.5501729846000671
1447,anecdot,0.0972953662276268,tirelessli,0.5495930910110474
1448,antisignatur,0.09728993475437164,rrtpcr,0.5493473410606384
1449,invad,0.09725777804851532,principl,0.5493296980857849
1450,shut,0.09722116589546204,groov,0.5492045879364014
1451,routin,0.09721843898296356,index,0.5488287806510925
1452,essenti,0.09720347821712494,1879,0.5484446883201599
1453,—,0.09714967757463455,sudden,0.5482259392738342
1454,unavail,0.09707968682050705,ancestri,0.548210620880127
1455,led,0.09701712429523468,portal,0.5480867028236389
1456,proport,0.09698336571455002,3400,0.547702431678772
1457,neither,0.09692218899726868,fece,0.5476498007774353
1458,loci,0.09682139754295349,depend,0.5471134185791016
1459,hlab4601,0.09677860140800476,digest,0.5469653010368347
1460,prepandem,0.09665992110967636,cn,0.5467280149459839
1461,februari,0.09663176536560059,raw,0.5463306903839111
1462,unknown,0.09661586582660675,pseudovirus,0.546150803565979
1463,danger,0.09659197181463242,communic,0.545853316783905
1464,creactiv,0.09657468646764755,timelin,0.5451668500900269
1465,donghua,0.09654463827610016,4hour,0.5451647043228149
1466,condit,0.09652760624885559,see,0.5449272394180298
1467,recogn,0.09651943296194077,solubl,0.5449002981185913
1468,transduc,0.09605449438095093,depress,0.544634997844696
1469,868,0.09573978185653687,pursu,0.5444998145103455
1470,scan,0.09569041430950165,privat,0.5444767475128174
1471,digest,0.0955018550157547,2282000,0.5441248416900635
1472,p,0.0954851508140564,escal,0.5434088706970215
1473,communityacquir,0.0954044759273529,asia,0.5430910587310791
1474,near,0.09534560143947601,nonpharmaceut,0.5423203706741333
1475,proper,0.09530838578939438,seek,0.5422846078872681
1476,ebola,0.0952957272529602,influx,0.5418605804443359
1477,fold,0.09517943859100342,encompass,0.5414666533470154
1478,comorbid,0.09510670602321625,phylogeograph,0.540773868560791
1479,adjust,0.09503798186779022,antiinflammasom,0.540748119354248
1480,local,0.09501856565475464,specul,0.5402004718780518
1481,discuss,0.09488165378570557,antiinflammatori,0.5400885343551636
1482,train,0.09482527524232864,2fold,0.5397119522094727
1483,micro,0.09468480199575424,server,0.5386861562728882
1484,spite,0.09442520141601562,reconstruct,0.5381933450698853
1485,nucleic,0.09438818693161011,mobil,0.5379366874694824
1486,greater,0.09432081133127213,soon,0.537581205368042
1487,unansw,0.09426712989807129,sex,0.5375043153762817
1488,secret,0.09410664439201355,cov1,0.5373445749282837
1489,elev,0.09410183131694794,ophthalm,0.5373018383979797
1490,deadli,0.09403560310602188,neuroinflammatori,0.5371711850166321
1491,relev,0.09395603835582733,free,0.5371278524398804
1492,baselin,0.09359097480773926,etc,0.5363086462020874
1493,even,0.09328967332839966,intub,0.5360779762268066
1494,hypothesi,0.0932735875248909,safe,0.5356649160385132
1495,bodi,0.09325507283210754,wors,0.5356141924858093
1496,overal,0.09312131255865097,50000,0.5355356335639954
1497,offlabel,0.0931098461151123,glycan,0.5355209708213806
1498,e,0.09299062192440033,loop,0.5354739427566528
1499,late,0.09298211336135864,must,0.5349189043045044
1500,acei,0.0929543748497963,qingwen,0.5343623161315918
1501,nepetoidea,0.09274101257324219,wave,0.5343502163887024
1502,english,0.09265776723623276,veroe6,0.534247875213623
1503,chuen,0.09262784570455551,undertaken,0.5339008569717407
1504,intervent,0.09251949191093445,atom,0.5337915420532227
1505,class,0.09243476390838623,dromedari,0.5336657762527466
1506,oncolog,0.09212744235992432,surpris,0.533278226852417
1507,declar,0.09203773736953735,focusform,0.532801628112793
1508,discov,0.0920194685459137,131,0.5325518846511841
1509,362,0.0920080691576004,heparan,0.5323914289474487
1510,durat,0.0917777270078659,youth,0.5322005152702332
1511,front,0.09175410866737366,r0,0.5317426919937134
1512,low,0.09173362702131271,dynamiccontrast,0.5315122604370117
1513,qt,0.09167563915252686,17,0.5311601161956787
1514,attempt,0.09148203581571579,iter,0.5305664539337158
1515,sarscov2rbd,0.09136547893285751,salt,0.5298959612846375
1516,toll,0.09115346521139145,mental,0.5291293263435364
1517,channel,0.09107474237680435,ncp,0.5286818742752075
1518,ai,0.09103596210479736,vosviewer1612,0.5273240804672241
1519,secur,0.09090568125247955,project,0.5273023247718811
1520,move,0.09087268263101578,sars2,0.5269813537597656
1521,guangdong,0.09074872732162476,organspecif,0.5269691348075867
1522,enhanc,0.09070763736963272,800,0.526868462562561
1523,brain,0.09068414568901062,construct,0.526526153087616
1524,distress,0.09063468128442764,shoulder,0.5261551141738892
1525,quickli,0.09053154289722443,2015,0.5259981155395508
