,ct,cos,imag,cos
1045,creactiv,0.997406005859375,stack,0.9976475238800049
1046,wall,0.9973955154418945,except,0.9976472854614258
1047,nodul,0.9973950982093811,interferon,0.9976457953453064
1048,dataset,0.9973938465118408,congest,0.9976454377174377
1049,mental,0.9973925352096558,833,0.9976381063461304
1050,safe,0.9973831176757812,offer,0.9976344704627991
1051,class,0.9973806738853455,gradual,0.9976304769515991
1052,seizur,0.9973775148391724,necrosi,0.997628927230835
1053,inhal,0.9973727464675903,led,0.9976189136505127
1054,1254,0.9973697066307068,spread,0.9976146221160889
1055,falseneg,0.9973681569099426,class,0.9976100921630859
1056,parainfluenza,0.997358500957489,286,0.9976052045822144
1057,pericardi,0.9973565340042114,coronavirus,0.997603178024292
1058,333,0.9973558187484741,commonli,0.9976012110710144
1059,tradit,0.9973546862602234,detail,0.9976001977920532
1060,2019ncov,0.9973497986793518,neurolog,0.9975982308387756
1061,oropharyng,0.997346043586731,proxim,0.9975969791412354
1062,sixth,0.9973434209823608,10th,0.9975893497467041
1063,led,0.9973341226577759,implic,0.997583270072937
1064,seventh,0.9973282814025879,diseas,0.9975786805152893
1065,disrupt,0.9973240494728088,parainfluenza,0.9975715279579163
1066,anim,0.9973208904266357,diffus,0.997564435005188
1067,deep,0.997312068939209,franc,0.9975641965866089
1068,mar,0.9973042011260986,pericardi,0.9975638389587402
1069,spread,0.9973030090332031,293,0.9975615739822388
1070,futur,0.9972995519638062,form,0.9975497722625732
1071,alreadi,0.9972993731498718,extract,0.9975490570068359
1072,frequent,0.9972985982894897,site,0.997545063495636
1073,section,0.9972949028015137,gb,0.9975425004959106
1074,microscopi,0.9972913265228271,alert,0.9975406527519226
1075,metaanalysi,0.9972904920578003,unexplain,0.9975392818450928
1076,commonli,0.9972856640815735,prompt,0.9975372552871704
1077,appropri,0.997285008430481,prednison,0.9975348711013794
1078,intraven,0.9972817301750183,consecut,0.9975322484970093
1079,reexamin,0.9972789883613586,bundl,0.9975305199623108
1080,scientist,0.997277557849884,preliminari,0.997529149055481
1081,adjac,0.9972690343856812,nodul,0.9975258111953735
1082,nasal,0.9972648620605469,plan,0.9975184202194214
1083,implic,0.9972618818283081,ident,0.9975122213363647
1084,prednison,0.9972468614578247,identif,0.9975029230117798
1085,167,0.997246503829956,scatter,0.9975007772445679
1086,neurolog,0.997241735458374,frequent,0.9974902868270874
1087,diffus,0.9972409009933472,tradit,0.9974898099899292
1088,prompt,0.9972391128540039,next,0.9974877834320068
1089,identif,0.997234046459198,appropri,0.9974834322929382
1090,franc,0.9972310662269592,mental,0.9974831342697144
1091,64,0.9972306489944458,gold,0.9974810481071472
1092,evolv,0.9972279071807861,particular,0.9974801540374756
1093,predictor,0.9972238540649414,microscopi,0.9974795579910278
1094,copathogen,0.9972234964370728,suscept,0.997469425201416
1095,rt‑pcr,0.9972184300422668,009,0.9974632263183594
1096,ongo,0.997218132019043,clearanc,0.9974632263183594
1097,diseas,0.997211217880249,gather,0.9974616765975952
1098,convent,0.9972069263458252,believ,0.9974604845046997
1099,offer,0.9971984028816223,obstetr,0.9974427223205566
1100,293,0.9971840381622314,or,0.9974291920661926
1101,site,0.9971834421157837,bun,0.9974289536476135
1102,suscept,0.9971833229064941,copathogen,0.9974164962768555
1103,shorthospit,0.9971818327903748,creactiv,0.9974153637886047
1104,plan,0.9971670508384705,herniat,0.9974126815795898
1105,hypoecho,0.9971651434898376,approv,0.9974011182785034
1106,volum,0.997157871723175,rt‑pcr,0.9973987936973572
1107,bun,0.9971547722816467,septic,0.9973966479301453
1108,odd,0.9971383213996887,tnfα,0.9973936080932617
1109,interv,0.9971373081207275,dataset,0.9973921179771423
1110,entiti,0.9971356391906738,88,0.997391939163208
1111,gold,0.997130274772644,palpit,0.9973886013031006
1112,predomin,0.9971296787261963,estim,0.9973810911178589
1113,gather,0.9971207976341248,convent,0.9973803162574768
1114,009,0.9971114993095398,predomin,0.9973800182342529
1115,matter,0.9971104264259338,adjust,0.9973782896995544
1116,next,0.9971050024032593,789,0.9973709583282471
1117,clearanc,0.9970919489860535,increasingli,0.9973638653755188
1118,nerv,0.9970917105674744,predictor,0.9973572492599487
1119,summari,0.9970844984054565,evolv,0.9973558783531189
1120,increasingli,0.9970808029174805,contrast,0.9973551630973816
1121,consecut,0.9970797896385193,solid,0.9973548650741577
1122,solid,0.9970756769180298,333,0.997352123260498
1123,61,0.9970756769180298,nasal,0.9973517060279846
1124,il10,0.9970754384994507,ongo,0.9973506927490234
1125,experiment,0.997048020362854,section,0.9973335862159729
1126,respond,0.997048020362854,shown,0.9973266124725342
1127,or,0.9970475435256958,notabl,0.9973140954971313
1128,alert,0.9970458149909973,decemb,0.9973070621490479
1129,via,0.9970320463180542,il10,0.9972954988479614
1130,effici,0.9970263838768005,multidisciplinari,0.9972934722900391
1131,il1,0.997026264667511,ward,0.997282862663269
1132,shown,0.9970227479934692,shorthospit,0.9972827434539795
1133,herniat,0.9970221519470215,summari,0.9972824454307556
1134,decemb,0.9970195889472961,tired,0.9972802996635437
1135,insight,0.9970180988311768,volum,0.9972701072692871
1136,compris,0.9970170855522156,hypoecho,0.997267484664917
1137,tnfα,0.9970139265060425,compris,0.9972527027130127
1138,115,0.9970121383666992,bronchovascular,0.9972394704818726
1139,10th,0.9970066547393799,respond,0.9972382187843323
1140,east,0.9970041513442993,matter,0.9972304105758667
1141,particular,0.9969772100448608,repres,0.997218906879425
1142,bronchovascular,0.9969742894172668,via,0.9971976280212402
1143,septic,0.9969725608825684,occurr,0.9971928596496582
1144,contrast,0.9969685077667236,effici,0.9971904158592224
1145,palpit,0.9969629049301147,167,0.9971853494644165
1146,tired,0.9969531297683716,61,0.9971821308135986
1147,color,0.996925413608551,insight,0.9971750974655151
1148,extract,0.9969244003295898,reexamin,0.9971702098846436
1149,worsen,0.9969156980514526,color,0.9971593618392944
1150,thrombot,0.9969104528427124,il1,0.9971498847007751
1151,24,0.9969104528427124,experiment,0.9971387982368469
1152,tubercul,0.9968914985656738,115,0.9971294403076172
1153,cervic,0.996890664100647,whose,0.9971286058425903
1154,incept,0.9968888759613037,nerv,0.9971240162849426
1155,colorimetr,0.9968697428703308,fast,0.997113823890686
1156,multidisciplinari,0.9968690872192383,multiplex,0.9971088171005249
1157,gb,0.9968587160110474,multivari,0.9971057176589966
1158,multivari,0.9968557357788086,frequenc,0.9970982670783997
1159,estim,0.9968481659889221,precaut,0.9970874786376953
1160,stripe,0.9968383312225342,usual,0.9970688223838806
1161,servic,0.9968342781066895,awar,0.997062087059021
1162,corticosteroid,0.9968301057815552,scholar,0.9970555305480957
1163,usual,0.996813178062439,servic,0.9970519542694092
1164,repres,0.9967873096466064,caus,0.9970494508743286
1165,immun,0.9967846274375916,iga,0.9970402717590332
1166,multiplex,0.9967792630195618,debat,0.9970342516899109
1167,nucleoprotein,0.9967751502990723,ten,0.9970293045043945
1168,465,0.9967721700668335,thrombot,0.9970276951789856
1169,reversetranscript,0.9967718720436096,238,0.9970217943191528
1170,238,0.9967705011367798,incept,0.9970189332962036
1171,fast,0.9967698454856873,tubercul,0.9970173835754395
1172,forward,0.9967695474624634,committe,0.9969956874847412
1173,adher,0.9967460036277771,≥,0.9969910383224487
1174,prefer,0.9967420101165771,east,0.996983528137207
1175,embol,0.9967393279075623,forward,0.9969674348831177
1176,free,0.9967362880706787,pend,0.9969564080238342
1177,nonparametr,0.9967312216758728,stripe,0.9969542622566223
1178,emphasi,0.9967283010482788,entiti,0.9969478845596313
1179,awar,0.99672532081604,colorimetr,0.9969465732574463
1180,occurr,0.9967125654220581,hypox,0.9969416856765747
1181,precaut,0.9967121481895447,corticosteroid,0.9969361424446106
1182,notabl,0.9967010021209717,necess,0.9969341158866882
1183,crucial,0.9966974854469299,nucleoprotein,0.9969295859336853
1184,substanti,0.9966925978660583,inconsist,0.9969266057014465
1185,iga,0.9966840744018555,worsen,0.9969241619110107
1186,debat,0.9966827630996704,countriesregion,0.9969110488891602
1187,caus,0.9966755509376526,embol,0.9969078302383423
1188,resect,0.9966744184494019,instabl,0.9968900084495544
1189,come,0.9966689348220825,environ,0.996860146522522
1190,environ,0.9966673851013184,beta,0.9968582391738892
1191,discoveri,0.9966595768928528,doctor,0.9968523383140564
1192,rrtpcr,0.9966555833816528,profession,0.9968481659889221
1193,inconsist,0.9966435432434082,cervic,0.9968456625938416
1194,frequenc,0.9966391324996948,rrtpcr,0.9968435764312744
1195,783,0.9966366291046143,envelop,0.9968295693397522
1196,envelop,0.9966349005699158,783,0.9968211650848389
1197,al,0.9966300129890442,bioinformat,0.9968208074569702
1198,ward,0.9966193437576294,crucial,0.9968127608299255
1199,safeti,0.9966193437576294,usa,0.9968113899230957
1200,beta,0.996617317199707,655,0.996810793876648
1201,presum,0.9966101050376892,imper,0.9968096613883972
1202,doctor,0.9965971112251282,proper,0.9967867732048035
1203,mycobacterium,0.9965944290161133,expect,0.9967830777168274
1204,schedul,0.9965943694114685,presum,0.9967629313468933
1205,usa,0.9965739250183105,emphasi,0.9967207908630371
1206,seriou,0.9965653419494629,free,0.9967199563980103
1207,whose,0.9965625405311584,come,0.9967187643051147
1208,orf1ab,0.996559739112854,465,0.9967166185379028
1209,proper,0.9965377449989319,nonparametr,0.9967013597488403
1210,hyperinflammatori,0.9965310096740723,adher,0.9966984987258911
1211,committe,0.9965251684188843,safeti,0.9966926574707031
1212,grow,0.9965114593505859,way,0.996679961681366
1213,scholar,0.9965102672576904,reversetranscript,0.996675968170166
1214,pend,0.9965080618858337,domest,0.9966676831245422
1215,advers,0.9964855313301086,advers,0.996640682220459
1216,≥,0.9964756965637207,prefer,0.9966320991516113
1217,littl,0.996463418006897,deriv,0.9966293573379517
1218,profession,0.9964592456817627,orf1ab,0.9966272115707397
1219,circul,0.9964549541473389,classic,0.9966250658035278
1220,dizzi,0.9964431524276733,71,0.9966245889663696
1221,domest,0.9964414834976196,wuhan,0.9966219663619995
1222,countriesregion,0.9964394569396973,sneez,0.9966124296188354
1223,classic,0.9964369535446167,littl,0.9966093301773071
1224,antitb,0.996435821056366,dizzi,0.9966071844100952
1225,655,0.9964256286621094,discoveri,0.9965941309928894
1226,predict,0.9964234232902527,immun,0.9965843558311462
1227,noninvas,0.9964183568954468,616,0.9965760707855225
1228,widespread,0.9964170455932617,schedul,0.9965738654136658
1229,instabl,0.9964103102684021,though,0.9965482354164124
1230,ten,0.9964051246643066,sound,0.9965437650680542
1231,expect,0.9964003562927246,comment,0.9965376853942871
1232,drainag,0.9963961243629456,resect,0.9965353012084961
1233,necess,0.9963851571083069,feb,0.9965295791625977
1234,imper,0.9963697195053101,nucleic,0.9965288639068604
1235,quit,0.996357262134552,predict,0.996522843837738
1236,deriv,0.9963545799255371,widespread,0.9965091347694397
1237,hypoxia,0.9963408708572388,mycobacterium,0.9964845180511475
1238,announc,0.9963346123695374,reactiv,0.9964684247970581
1239,822,0.9963269829750061,clue,0.9964641332626343
1240,know,0.9963105916976929,non‑ncp,0.9964630603790283
1241,nearli,0.9963037967681885,hypersensit,0.9964616894721985
1242,clear,0.9962975978851318,vertic,0.9964478611946106
1243,though,0.9962946772575378,circul,0.9964461326599121
1244,616,0.9962888360023499,trace,0.9964461326599121
1245,leftsid,0.9962683916091919,know,0.9964382648468018
1246,138,0.9962577223777771,hilar,0.9964304566383362
1247,translat,0.9962568283081055,conclud,0.9964282512664795
1248,wuhan,0.9962558746337891,acid,0.9964221715927124
1249,probabl,0.9962543249130249,hypoxia,0.996414065361023
1250,way,0.9962491989135742,caviti,0.9964069724082947
1251,comment,0.9962462186813354,128,0.9964020252227783
1252,et,0.9962461590766907,stress,0.9964008331298828
1253,nucleic,0.9962449669837952,24,0.9963985085487366
1254,conclud,0.9962369203567505,drainag,0.996391773223877
1255,stress,0.9962176084518433,tempor,0.9963878989219666
1256,muscl,0.9962167739868164,substanti,0.9963858127593994
1257,bioinformat,0.9962117671966553,understood,0.9963828325271606
1258,hypox,0.9962038993835449,membran,0.9963724613189697
1259,71,0.9961956739425659,distinct,0.9963645935058594
1260,alveolar,0.9961905479431152,elderli,0.9963635802268982
1261,membran,0.996186375617981,196,0.996355414390564
1262,rhinorrhea,0.9961794018745422,redistribut,0.9963553547859192
1263,vertic,0.9961584806442261,nonischem,0.9963501691818237
1264,alanin,0.9961522817611694,al,0.9963414669036865
1265,reactiv,0.996151328086853,seriou,0.9963381290435791
1266,sound,0.9961325526237488,hyperinflammatori,0.9963326454162598
1267,non‑ncp,0.9961315393447876,grow,0.9963294267654419
1268,acid,0.9961283206939697,466,0.9963282346725464
1269,electron,0.9961249232292175,systol,0.9963238835334778
1270,affili,0.9961237907409668,leftsid,0.9963138699531555
1271,hypersensit,0.9961115717887878,antibiot,0.9963034391403198
1272,hku1,0.9960970878601074,drastic,0.9962942600250244
1273,thinsect,0.9960784912109375,affili,0.9962903261184692
1274,gender,0.9960707426071167,enough,0.9962881803512573
1275,feb,0.9960629343986511,document,0.9962866306304932
1276,antibiot,0.9960501194000244,phenotyp,0.9962790012359619
1277,systol,0.9960470199584961,forti,0.9962731599807739
1278,sneez,0.9960469007492065,alveolar,0.996271014213562
1279,versu,0.9960452914237976,translat,0.9962674975395203
1280,clue,0.996036171913147,middleag,0.9962598085403442
1281,caviti,0.99603271484375,nearli,0.9962594509124756
1282,firstlin,0.9960277080535889,hku1,0.9962530136108398
1283,understood,0.9960128664970398,announc,0.9962418079376221
1284,huanan,0.9960030913352966,outbreak,0.9962397813796997
1285,enough,0.9960027933120728,clear,0.9962335824966431
1286,distinct,0.9959997534751892,iqr,0.9962220191955566
1287,128,0.9959723949432373,huanan,0.9962161779403687
1288,196,0.9959629774093628,fulllength,0.9962145686149597
1289,hilar,0.995960533618927,822,0.996207594871521
1290,manuscript,0.9959419965744019,guangzhou,0.9962052702903748
1291,administ,0.9959195256233215,administ,0.9961961507797241
1292,palsi,0.9959162473678589,quit,0.9961801171302795
1293,phenotyp,0.9959087371826172,versu,0.9961686134338379
1294,strongli,0.9959015846252441,96,0.9961515069007874
1295,indian,0.9959011673927307,antitb,0.9961493611335754
1296,outbreak,0.9958978295326233,alanin,0.996122419834137
1297,plu,0.9958916902542114,rhinorrhea,0.9960978031158447
1298,elderli,0.9958797097206116,gender,0.9960969686508179
1299,558,0.9958774447441101,seek,0.9960906505584717
1300,drastic,0.9958727359771729,capabl,0.996086597442627
1301,fetal,0.9958662390708923,strongli,0.9960810542106628
1302,91,0.9958657622337341,preterm,0.9960699677467346
1303,far,0.9958637952804565,437,0.9960695505142212
1304,document,0.995857834815979,statement,0.996066689491272
1305,forti,0.995850682258606,et,0.9960653185844421
1306,c,0.9958386421203613,live,0.9960650205612183
1307,network,0.9958131313323975,genexpert,0.9960649013519287
1308,recurr,0.9957937598228455,tomograph,0.9960527420043945
1309,tempor,0.9957897663116455,558,0.9960452318191528
1310,event,0.995783269405365,113,0.996039867401123
1311,fund,0.995778501033783,138,0.996039092540741
1312,267,0.9957779049873352,noninvas,0.99603271484375
1313,89,0.9957757592201233,far,0.9960219860076904
1314,466,0.9957683086395264,firstlin,0.9960104823112488
1315,genexpert,0.9957658052444458,indian,0.9960030913352966
1316,tomograph,0.9957625865936279,pointofcar,0.9959980845451355
1317,outpati,0.9957590103149414,482,0.9959965348243713
1318,lifethreaten,0.9957401156425476,muscl,0.9959824085235596
1319,fulllength,0.9957299828529358,91,0.9959707260131836
1320,trace,0.9957274198532104,probabl,0.9959679841995239
1321,live,0.9957222938537598,fund,0.9959592819213867
1322,quickli,0.9957213997840881,poor,0.9959539175033569
1323,recombin,0.995720624923706,carri,0.9959489703178406
1324,carri,0.9957153797149658,hope,0.9959365725517273
1325,guangzhou,0.9957135319709778,imbal,0.9959365129470825
1326,113,0.9957112073898315,84,0.9959333539009094
1327,482,0.9957106709480286,410,0.9959267973899841
1328,commentari,0.9957071542739868,89,0.9959220886230469
1329,becam,0.9957050085067749,c,0.9959146976470947
1330,nonischem,0.9957026243209839,255,0.9959093332290649
1331,pool,0.9956924915313721,network,0.9959039688110352
1332,zhongnan,0.9956839680671692,multilobar,0.9958996176719666
1333,statement,0.9956793785095215,becam,0.9958906769752502
1334,pointofcar,0.9956744313240051,025,0.9958751201629639
1335,allevi,0.995671272277832,thinsect,0.9958696365356445
1336,redistribut,0.9956676959991455,clinicopatholog,0.9958606362342834
1337,hope,0.9956634044647217,event,0.9958533644676208
1338,middleag,0.9956604242324829,causal,0.9958526492118835
1339,brought,0.9956579804420471,electron,0.9958335161209106
1340,clinicopatholog,0.9956549406051636,plu,0.9958236813545227
1341,capabl,0.9956520795822144,recombin,0.9958156943321228
1342,multilobar,0.9956438541412354,manuscript,0.9958087205886841
1343,alter,0.9956386089324951,fetal,0.9958057403564453
1344,confirmatori,0.9956333041191101,immunoglobin,0.9958036541938782
1345,iqr,0.9956175684928894,neither,0.9957958459854126
1346,bleed,0.9956125020980835,recurr,0.9957730770111084
1347,seek,0.9956048727035522,bleed,0.9957615733146667
1348,473,0.995602548122406,quickli,0.9957561492919922
1349,hrct,0.9956016540527344,underlin,0.9957283139228821
1350,84,0.9955881834030151,267,0.9957231879234314
1351,aspir,0.9955623745918274,confirmatori,0.9957218170166016
1352,immunoglobin,0.9955617785453796,methodolog,0.995710015296936
1353,depend,0.9955607056617737,extent,0.9957014322280884
1354,rtpcrneg,0.9955521821975708,point,0.9956912994384766
1355,255,0.9955409169197083,zhongnan,0.9956892728805542
1356,025,0.995532751083374,aspir,0.9956883192062378
1357,poor,0.9955313205718994,lifethreaten,0.9956839084625244
1358,bronchogram,0.9955277442932129,prove,0.9956737756729126
1359,methodolog,0.9955198168754578,integr,0.9956625699996948
1360,benefici,0.9954996109008789,emphasis,0.9956594109535217
1361,96,0.9954960942268372,enter,0.9956592917442322
1362,437,0.9954912662506104,hemodynam,0.9956332445144653
1363,serious,0.9954800605773926,alter,0.9956293106079102
1364,scientif,0.995469868183136,473,0.9956225752830505
1365,highrisk,0.9954483509063721,allevi,0.9956172108650208
1366,enter,0.9954445362091064,china,0.9956142902374268
1367,extent,0.9954269528388977,team,0.9956030249595642
1368,preterm,0.995406985282898,highrisk,0.9956008195877075
1369,receptorbind,0.9954036474227905,past,0.9956003427505493
1370,yichang,0.9953913688659668,palsi,0.9955916404724121
1371,team,0.9953880310058594,lymphocytosi,0.9955815076828003
1372,vulner,0.9953707456588745,coagulopathi,0.9955626726150513
1373,emphasis,0.9953563809394836,667,0.9955573081970215
1374,immunoglobulin,0.9953517913818359,serious,0.9955562353134155
1375,underlin,0.9953497052192688,depend,0.9955408573150635
1376,lymphocytosi,0.9953155517578125,pool,0.9955407381057739
1377,348,0.9953094720840454,yield,0.9955365061759949
1378,focal,0.9953069090843201,focal,0.995517373085022
1379,causal,0.9953068494796753,vulner,0.995509684085846
1380,cerebr,0.9953063726425171,scientif,0.9955060482025146
1381,410,0.9953058362007141,sarscov2,0.9955046772956848
1382,made,0.9953039884567261,japan,0.9955025911331177
1383,667,0.9953003525733948,yichang,0.9954876899719238
1384,unchang,0.9953000545501709,cellular,0.995475172996521
1385,point,0.9952856302261353,83,0.9954705238342285
1386,japan,0.9952834248542786,brought,0.9954497814178467
1387,biochem,0.9952788352966309,pose,0.9954159259796143
1388,colon,0.9952616095542908,commentari,0.9954130053520203
1389,349,0.9952529668807983,arrhythmia,0.995408833026886
1390,prove,0.9952527284622192,categori,0.9954067468643188
1391,imbal,0.9952285289764404,benefici,0.9954066872596741
1392,steroid,0.9952201843261719,35yearold,0.9953944683074951
1393,pose,0.9952165484428406,348,0.9953763484954834
1394,china,0.9952094554901123,myocard,0.9953670501708984
1395,hemodynam,0.9952037334442139,hrct,0.9953615665435791
1396,nonspecif,0.9952021837234497,done,0.9953606128692627
1397,suppli,0.9951972961425781,prescrib,0.9953489303588867
1398,priorit,0.9951883554458618,achiev,0.9953484535217285
1399,establish,0.9951847791671753,349,0.9953482151031494
1400,scarc,0.9951788783073425,rtpcrneg,0.995334267616272
1401,stuffi,0.9951740503311157,squeezenet,0.9953322410583496
1402,35yearold,0.9951694011688232,biochem,0.9953287243843079
1403,empir,0.9951653480529785,129,0.9953234195709229
1404,done,0.9951639771461487,outpati,0.9953175187110901
1405,phase,0.9951635599136353,colon,0.9953169226646423
1406,yield,0.9951590299606323,77,0.9953153133392334
1407,integr,0.9951533079147339,﻿more,0.9953118562698364
1408,229,0.9951260685920715,mm,0.995299220085144
1409,workforc,0.995119571685791,fight,0.995295524597168
1410,prescrib,0.9951021671295166,suppli,0.9952917098999023
1411,sudden,0.9950984716415405,english,0.9952895641326904
1412,neither,0.995096743106842,phase,0.9952783584594727
1413,﻿more,0.9950883984565735,mer,0.9952743649482727
1414,myocard,0.9950834512710571,scarc,0.9952729940414429
1415,achiev,0.9950825572013855,receptorbind,0.9952683448791504
1416,324,0.9950802326202393,priorit,0.9952656626701355
1417,largescal,0.9950774312019348,face,0.9952617883682251
1418,coagulopathi,0.995076596736908,cerebr,0.9952576756477356
1419,categori,0.9950730800628662,276,0.9952512979507446
1420,aggress,0.9950620532035828,flulik,0.9952490329742432
1421,reason,0.9950525164604187,229,0.9952437877655029
1422,cavit,0.9950519800186157,verifi,0.9952425956726074
1423,sarscov2,0.995047390460968,establish,0.9952256083488464
1424,discov,0.9950375556945801,immunoglobulin,0.9952131509780884
1425,lumbar,0.9950336217880249,cavit,0.9952009916305542
1426,pivot,0.9950251579284668,workforc,0.995197594165802
1427,syndromecoronavirus2,0.9950112104415894,pivot,0.9951848983764648
1428,83,0.9950041770935059,101,0.9951757788658142
1429,18ffdgpetct,0.9949972629547119,aggress,0.9951660633087158
1430,nation,0.994991660118103,324,0.9951644539833069
1431,fifteen,0.9949880242347717,184,0.9951568841934204
1432,paper,0.9949818849563599,pneumoperitoneum,0.9951525926589966
1433,fulli,0.9949809312820435,unchang,0.9951523542404175
1434,ventricular,0.9949781894683838,stuffi,0.9951519966125488
1435,276,0.9949777722358704,fulli,0.9951450228691101
1436,mm,0.9949685335159302,assum,0.9951421022415161
1437,past,0.9949613213539124,ventricular,0.9951260685920715
1438,rehabilit,0.994950532913208,complaint,0.995125949382782
1439,arrhythmia,0.9949418902397156,bronchogram,0.9951149225234985
1440,atrisk,0.9949250221252441,syndromecoronavirus2,0.9951046705245972
1441,releas,0.9949212670326233,empir,0.9951015114784241
1442,101,0.9949190020561218,ii,0.995086133480072
1443,prospect,0.9949157238006592,sever,0.9950810074806213
1444,earlystag,0.9949154257774353,nonspecif,0.9950806498527527
1445,disord,0.9949128031730652,665,0.9950771331787109
1446,77,0.9949063062667847,reason,0.9950768351554871
1447,face,0.9948879480361938,147,0.9950686693191528
1448,verifi,0.9948689937591553,144,0.9950511455535889
1449,412,0.9948413968086243,fifteen,0.9950394630432129
1450,subclin,0.994838535785675,disord,0.9950368404388428
1451,scale,0.9948294162750244,steroid,0.9950355887413025
1452,665,0.9948272705078125,paper,0.9950238466262817
1453,spain,0.9948165416717529,reversetranscriptas,0.9950220584869385
1454,cellular,0.994774341583252,dissoci,0.9950056076049805
1455,kill,0.9947725534439087,exponenti,0.9950016736984253
1456,flulik,0.9947710633277893,prior,0.9949952363967896
1457,43,0.9947662353515625,44yearold,0.9949875473976135
1458,termin,0.9947661757469177,microbiolog,0.9949858784675598
1459,look,0.9947638511657715,atrisk,0.9949831366539001
1460,neuropathi,0.9947602152824402,pleura,0.994978666305542
1461,bat,0.994753360748291,nextgener,0.9949783086776733
1462,dissoci,0.9947503209114075,accept,0.9949775338172913
1463,highresolut,0.9947373867034912,termin,0.9949702024459839
1464,129,0.9947215914726257,72,0.9949179887771606
1465,exponenti,0.9947091937065125,bat,0.9949162006378174
1466,complaint,0.994708776473999,sudden,0.9949153661727905
1467,squeezenet,0.9947047233581543,restructur,0.9948897957801819
1468,147,0.9946953058242798,decad,0.9948863983154297
1469,vari,0.994685173034668,412,0.9948830604553223
1470,spine,0.9946824312210083,scale,0.9948804378509521
1471,44yearold,0.9946784973144531,largescal,0.994871973991394
1472,sever,0.9946649670600891,18ffdgpetct,0.9948717355728149
1473,pleura,0.9946602582931519,prospect,0.994845449924469
1474,restructur,0.9946367144584656,pathway,0.9948415756225586
1475,english,0.9946339726448059,kill,0.994839608669281
1476,144,0.9946271181106567,rehabilit,0.9948272705078125
1477,hand,0.9946131706237793,lumbar,0.994825005531311
1478,accept,0.994600236415863,108,0.9947937726974487
1479,nextgener,0.9945825338363647,subclin,0.9947906732559204
1480,72,0.9945800304412842,aspect,0.9947730898857117
1481,prior,0.9945788979530334,hand,0.9947679042816162
1482,mer,0.9945737719535828,made,0.9947662353515625
1483,pathway,0.9945371150970459,furthermor,0.9947583675384521
1484,greatest,0.9945354461669922,spain,0.994757890701294
1485,consequ,0.9945313930511475,greatest,0.9947514533996582
1486,assum,0.9945060014724731,earlystag,0.9947241544723511
1487,108,0.9944779872894287,util,0.9947181940078735
1488,pneumoperitoneum,0.9944636821746826,discov,0.9947056770324707
1489,furthermor,0.9944577217102051,highresolut,0.9947044849395752
1490,ii,0.9944479465484619,vari,0.9947026968002319
1491,craniectomi,0.9944442510604858,chill,0.9947009682655334
1492,184,0.9944437742233276,neuropathi,0.9947006702423096
1493,66,0.994442343711853,extens,0.9946948289871216
1494,biomed,0.9944276213645935,nation,0.9946250915527344
1495,ga,0.9944235682487488,domain,0.9946249127388
1496,domain,0.9944198131561279,open,0.9946199655532837
1497,train,0.9943812489509583,focus,0.9945954084396362
1498,besid,0.994360089302063,demyelin,0.9945873022079468
1499,focus,0.9943583607673645,train,0.9945812225341797
1500,fight,0.9943543672561646,echocardiogram,0.9945676326751709
1501,reninangiotensin,0.9943529367446899,recognit,0.9945637583732605
1502,util,0.9943500757217407,head,0.9945554733276367
1503,605,0.9943456053733826,besid,0.9945554733276367
1504,open,0.9943419694900513,spine,0.9945383071899414
1505,reversetranscriptas,0.9943276047706604,222,0.9945335388183594
1506,extens,0.9943251013755798,look,0.9945335388183594
1507,head,0.9943197965621948,america,0.9945310354232788
1508,bronchiectasi,0.994316577911377,biomed,0.9945309162139893
1509,sediment,0.9943143129348755,varieti,0.9945254325866699
1510,echocardiogram,0.9943079352378845,subgroup,0.9945229291915894
1511,leukocytosi,0.9942918419837952,explain,0.9945212602615356
1512,aspect,0.9942868947982788,shortli,0.9945112466812134
1513,absent,0.9942765831947327,directli,0.994508683681488
1514,microbiolog,0.9942433834075928,antimalari,0.9945008158683777
1515,distinguish,0.9942425489425659,overlook,0.9944995045661926
1516,judg,0.9942265748977661,judg,0.9944984912872314
1517,b,0.9942260980606079,0025,0.9944926500320435
1518,chill,0.9942237138748169,nine,0.9944899082183838
1519,130,0.994219183921814,promot,0.9944850206375122
1520,137,0.9941964149475098,tight,0.9944801926612854
1521,222,0.9941933155059814,reninangiotensin,0.9944713711738586
1522,decad,0.994184672832489,releas,0.9944597482681274
1523,promot,0.9941810369491577,surprisingli,0.9944596886634827
1524,demyelin,0.994175374507904,66,0.994459331035614
1525,reconstruct,0.9941743612289429,dexamethason,0.9944589138031006
1526,explain,0.9941623210906982,hospitalis,0.9944483637809753
1527,languag,0.9941608905792236,b,0.9944463968276978
1528,gave,0.9941343665122986,enceph,0.9944260120391846
1529,hospitalis,0.9941341876983643,130,0.9944244027137756
1530,confid,0.9941174387931824,605,0.9944131374359131
1531,varieti,0.9940927028656006,foreign,0.9944103956222534
1532,likelihood,0.9940922856330872,bronchiectasi,0.9944034218788147
1533,antimalari,0.9940756559371948,illustr,0.9943920373916626
1534,lockdown,0.9940564632415771,young,0.994380533695221
1535,tight,0.994056224822998,deviat,0.994373083114624
1536,nine,0.9940482974052429,consequ,0.9943705797195435
1537,go,0.9940410852432251,lockdown,0.9943673610687256
1538,foreign,0.9940390586853027,lobular,0.9943576455116272
